Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201909,GAK5,B,2019-09-17T18:52:19,-148.9342,59.2437,168,46,2.48,12,12.0108,12.0111,3.578,3.5783,2.5855,0,0.093,0.7739,4.1208,1.0756,4.9307,3.5811,0.15,0.5403,87.3653,272.993,379.0,98.62,5.6985,1.0756,30.9048,30.9079,23.4086,23.4109
TGX201909,GAK5,B,2019-09-17T18:52:24,-148.9342,59.2437,168,46,2.42,13,12.0124,12.0124,3.5781,3.5784,2.5748,0,0.0977,0.7277,4.1098,1.2051,1.9467,3.687,0.1617,0.5512,87.1302,270.975,482.0,38.93,5.3238,1.2051,30.9046,30.9075,23.4081,23.4104
TGX201909,GAK5,B,2019-09-17T18:52:32,-148.9342,59.2437,168,46,2.62,14,12.0136,12.0134,3.5782,3.5785,2.5797,0,0.0961,0.762,4.1432,1.0743,4.9308,3.5515,0.1578,0.5188,87.8398,271.928,325.0,98.62,5.6017,1.0743,30.9046,30.907,23.4079,23.4098
TGX201909,GAK5,B,2019-09-17T19:37:17,-148.9268,59.2452,169,47,165.48,1,6.2186,6.218,3.3228,3.3231,1.3368,0,0.0355,3.8045,4.1384,1.0769,0.3086,0.0098,0.0063,0.5233,87.7379,126.223,0.0,6.17,30.2766,1.0769,33.4174,33.4212,26.2747,26.2778
TGX201909,GAK5,B,2019-09-17T19:38:14,-148.9268,59.2452,169,47,152.13,2,6.2647,6.2607,3.3175,3.3177,1.4179,0,0.0352,3.649,4.1752,1.0747,0.952,0.0098,0.0055,0.4878,88.5188,138.178,0.0,19.04,29.0152,1.0747,33.3193,33.3251,26.1914,26.1965
TGX201909,GAK5,B,2019-09-17T19:40:13,-148.9268,59.2452,169,47,126.24,3,6.4697,6.4692,3.3075,3.3078,1.6648,0,0.0354,3.1299,4.4585,1.0769,4.9343,0.0061,0.006,0.2252,94.5249,174.226,0.0,98.69,24.8053,1.0769,33.0221,33.0254,25.9307,25.9334
TGX201909,GAK5,B,2019-09-17T19:41:43,-148.9268,59.2452,169,47,100.42,4,6.5966,6.5969,3.2914,3.2916,1.8991,0,0.0357,2.8818,4.5538,1.0757,4.9353,0.0474,0.0068,0.1405,96.5476,208.557,0.0084,98.71,22.7939,1.0757,32.7343,32.7357,25.6874,25.6885
TGX201909,GAK5,B,2019-09-17T19:42:48,-148.9268,59.2452,169,47,74.28,5,6.6844,6.684,3.2809,3.2812,2.0744,0,0.037,2.6592,4.5941,1.0754,4.9355,0.3202,0.01,0.1053,97.4016,233.449,0.0967,98.71,20.988,1.0754,32.5471,32.5506,25.5285,25.5313
TGX201909,GAK5,B,2019-09-17T19:44:00,-148.9268,59.2452,169,47,52.21,6,7.2559,7.2614,3.3079,3.3085,2.1599,0,0.0392,2.4463,4.6058,1.0753,4.9355,0.8428,0.0156,0.0951,97.6505,242.605,0.538,98.71,19.2618,1.0753,32.3137,32.3155,25.2688,25.2695
TGX201909,GAK5,B,2019-09-17T19:44:02,-148.9268,59.2452,169,47,48.66,7,7.2922,7.3035,3.3099,3.3108,2.1604,0,0.0403,2.4706,4.6055,1.1436,4.9355,0.9392,0.0182,0.0954,97.6431,242.362,0.695,98.71,19.4586,1.1437,32.3034,32.3029,25.2558,25.2538
TGX201909,GAK5,B,2019-09-17T19:45:06,-148.9268,59.2452,169,47,42.58,8,7.6972,7.7028,3.3359,3.3366,2.2376,0,0.0451,2.2717,4.6021,1.0767,4.9355,1.1409,0.0301,0.0984,97.5701,250.705,1.16,98.71,17.8458,1.0767,32.2097,32.212,25.1262,25.1271
TGX201909,GAK5,B,2019-09-17T19:45:10,-148.9268,59.2452,169,47,40.09,9,7.7506,7.7417,3.3394,3.3391,2.2409,0,0.0438,2.2756,4.6002,1.1449,4.9355,1.2119,0.0269,0.1,97.531,251.539,1.38,98.71,17.8775,1.1449,32.1985,32.2036,25.1098,25.1151
TGX201909,GAK5,B,2019-09-17T19:46:20,-148.9268,59.2452,169,47,30.63,10,9.3806,9.3816,3.4374,3.438,2.3633,0,0.0609,1.7088,4.5572,1.0748,4.935,1.5564,0.0698,0.1375,96.6195,259.309,3.17,98.7,13.2806,1.0749,31.7536,31.7583,24.5178,24.5213
TGX201909,GAK5,B,2019-09-17T19:47:05,-148.9268,59.2452,169,47,19.62,11,11.4537,11.4709,3.543,3.5441,2.5243,0,0.1269,1.076,4.3239,1.0758,4.9345,2.1532,0.2348,0.3478,91.6719,269.085,12.8,98.69,8.1484,1.0759,31.0246,31.0208,23.602,23.5961
TGX201909,GAK5,B,2019-09-17T19:47:51,-148.9268,59.2452,169,47,10.3,12,11.9772,11.9768,3.5675,3.5679,2.5941,0,0.1912,0.8038,4.1501,1.2721,4.9342,2.8279,0.3955,0.512,87.9862,274.34,60.8,98.68,5.941,1.2721,30.8292,30.8326,23.3561,23.3588
TGX201909,GAK5,B,2019-09-17T19:47:54,-148.9268,59.2452,169,47,9.85,13,11.9782,11.9774,3.5676,3.5679,2.5987,0,0.1848,0.8589,4.1551,1.1025,4.9342,2.9096,0.3794,0.5071,88.0929,275.634,73.4,98.68,6.388,1.1025,30.8294,30.8326,23.356,23.3587
TGX201909,GAK5,B,2019-09-17T19:49:09,-148.9268,59.2452,169,47,2.95,14,11.985,11.9816,3.5679,3.5681,2.5861,0,0.0936,0.7811,3.9886,1.0741,4.9033,3.5399,0.1515,0.6708,84.5615,272.797,316.0,98.07,5.7567,1.0742,30.829,30.8335,23.3545,23.3586
TGX201909,GAK5,B,2019-09-17T19:49:19,-148.9268,59.2452,169,47,2.92,15,11.9841,11.9834,3.567,3.5676,2.5938,0,0.0961,0.7576,4.0549,1.074,4.9108,3.3973,0.1578,0.6052,85.9676,274.319,232.0,98.22,5.5663,1.074,30.8216,30.8278,23.3489,23.3539
TGX201909,GAK6,B,2019-09-17T22:18:11,-148.769,59.1182,150,49,149.65,1,6.443,6.4419,3.3279,3.3282,1.4897,0,0.034,3.6141,4.3899,1.0804,0.142,0.0098,0.0024,0.2872,93.0722,148.187,0.0,2.84,28.7325,1.0804,33.2619,33.266,26.1233,26.1267
TGX201909,GAK6,B,2019-09-17T22:20:22,-148.769,59.1182,150,49,125.78,2,6.5013,6.501,3.328,3.3282,1.5332,0,0.0338,3.5585,4.5473,1.0763,1.283,0.0098,0.0019,0.1463,96.4092,153.893,0.0,25.66,28.2816,1.0763,33.2181,33.2212,26.0813,26.0837
TGX201909,GAK6,B,2019-09-17T22:22:01,-148.769,59.1182,150,49,101.14,3,6.6268,6.6256,3.3073,3.3072,1.8169,0,0.0349,3.0727,4.6166,1.0878,3.8306,0.0679,0.0047,0.0858,97.8776,195.809,0.0133,76.61,24.3415,1.0878,32.8802,32.8806,25.7985,25.799
TGX201909,GAK6,B,2019-09-17T22:24:07,-148.769,59.1182,150,49,75.5,4,6.6172,6.6162,3.2772,3.2778,2.1037,0,0.0366,2.6363,4.6299,1.1439,4.9072,0.4497,0.009,0.0742,98.1615,237.853,0.162,98.14,20.8027,1.1439,32.5699,32.5779,25.5552,25.5616
TGX201909,GAK6,B,2019-09-17T22:25:52,-148.769,59.1182,150,49,49.49,5,6.9222,6.923,3.2853,3.2856,2.2491,0,0.0426,2.437,4.6154,1.0743,4.9122,1.2326,0.024,0.0868,97.8539,257.57,1.45,98.24,19.1864,1.0744,32.3822,32.3853,25.3674,25.3698
TGX201909,GAK6,B,2019-09-17T22:27:25,-148.769,59.1182,150,49,39.94,6,6.9985,6.9988,3.2898,3.2901,2.2555,0,0.0455,2.3854,4.6076,1.1409,4.9171,1.5606,0.0311,0.0936,97.6869,257.569,3.2,98.34,18.7677,1.1409,32.3645,32.3676,25.3434,25.3458
TGX201909,GAK6,B,2019-09-17T22:28:33,-148.769,59.1182,150,49,30.28,7,7.7385,7.7202,3.3449,3.3439,2.3361,0,0.0654,2.1796,4.553,1.1154,4.918,1.7676,0.0811,0.1413,96.5291,264.458,5.21,98.36,17.0982,1.1154,32.2738,32.2799,25.1707,25.178
TGX201909,GAK6,B,2019-09-17T22:29:27,-148.769,59.1182,150,49,19.11,8,10.681,10.6411,3.5647,3.5625,2.5149,0,0.1226,1.2053,4.3457,1.0756,4.9193,2.4801,0.224,0.3277,92.1338,271.168,27.2,98.38,9.1972,1.0757,31.899,31.912,24.417,24.434
TGX201909,GAK6,B,2019-09-17T22:30:33,-148.769,59.1182,150,49,9.54,9,11.997,12.0053,3.6613,3.6624,2.5942,0,0.1973,0.9556,4.084,1.3573,4.9189,3.3018,0.4108,0.5763,86.5833,272.802,182.0,98.38,7.1717,1.3573,31.7139,31.7176,24.0387,24.04
TGX201909,GAK6,B,2019-09-17T22:32:08,-148.769,59.1182,150,49,2.82,10,12.0639,12.0641,3.6675,3.6679,2.6012,0,0.0935,0.9625,4.0393,1.4127,4.9196,3.786,0.1513,0.6203,85.6353,272.951,568.0,98.39,7.2281,1.4127,31.7199,31.7232,24.0309,24.0334
TGX201909,GAK7,B,2019-09-18T00:38:19,-148.634,58.9732,244,51,242.54,1,5.6012,5.6004,3.3079,3.3081,1.0842,0,0.0344,4.1467,4.3189,1.1443,0.113,0.0098,0.0035,0.3525,91.5646,89.986,0.0,2.26,33.0517,1.1443,33.8242,33.8276,26.6726,26.6754
TGX201909,GAK7,B,2019-09-18T00:41:22,-148.634,58.9732,244,51,201.88,2,5.7968,5.798,3.3222,3.3226,1.1209,0,0.0343,4.1463,4.5579,1.0752,4.9199,0.0061,0.0031,0.137,96.6338,94.35,0.0,98.4,33.0489,1.0752,33.81,33.814,26.6375,26.6405
TGX201909,GAK7,B,2019-09-18T00:46:13,-148.634,58.9732,244,51,151.81,3,6.345,6.3452,3.349,3.3493,1.277,0,0.0345,3.9556,4.5947,1.1424,4.9275,0.0061,0.0038,0.1048,97.4143,116.425,0.0,98.55,31.5021,1.1424,33.5919,33.5951,26.3963,26.3988
TGX201909,GAK7,B,2019-09-18T00:48:42,-148.634,58.9732,244,51,126.04,4,6.6132,6.6145,3.3491,3.3492,1.4383,0,0.0336,3.6737,4.6026,1.1418,4.9243,0.0061,0.0014,0.0979,97.5817,139.503,0.0,98.49,29.2155,1.1418,33.3426,33.343,26.1648,26.1649
TGX201909,GAK7,B,2019-09-18T00:51:38,-148.634,58.9732,244,51,101.24,5,6.6509,6.6503,3.318,3.3182,1.724,0,0.0349,3.1676,4.616,1.1422,4.9284,0.0452,0.0047,0.0863,97.865,181.727,0.008,98.57,25.111,1.1422,32.9743,32.9771,25.8696,25.8718
TGX201909,GAK7,B,2019-09-18T00:53:07,-148.634,58.9732,244,51,75.38,6,6.5717,6.5707,3.2751,3.2753,2.0666,0,0.0346,2.7502,4.6285,1.0743,4.9252,0.3637,0.0041,0.0755,98.1303,233.248,0.117,98.5,21.7257,1.0743,32.5905,32.5928,25.5773,25.5793
TGX201909,GAK7,B,2019-09-18T00:55:14,-148.634,58.9732,244,51,51.6,7,6.7319,6.7312,3.2715,3.2717,2.2361,0,0.0377,2.4208,4.6277,1.0753,4.9283,0.831,0.0117,0.0761,98.1144,257.221,0.521,98.56,19.0549,1.0753,32.4094,32.4127,25.4138,25.4165
TGX201909,GAK7,B,2019-09-18T00:56:50,-148.634,58.9732,244,51,39.34,8,6.8638,6.8633,3.2799,3.2801,2.2427,0,0.0408,2.4513,4.6277,1.1409,4.9286,1.1837,0.0195,0.0762,98.1139,256.711,1.29,98.57,19.302,1.1409,32.3826,32.3858,25.3754,25.3781
TGX201909,GAK7,B,2019-09-18T00:57:58,-148.634,58.9732,244,51,30.12,9,7.276,7.2948,3.3105,3.3124,2.2602,0,0.0501,2.3971,4.5984,1.0767,4.9292,1.5113,0.0427,0.1015,97.4935,256.187,2.84,98.58,18.8627,1.0767,32.333,32.336,25.2813,25.2811
TGX201909,GAK7,B,2019-09-18T00:59:24,-148.634,58.9732,244,51,19.25,10,12.1635,12.225,3.7043,3.7093,2.4974,0,0.1268,1.1559,4.3474,1.0756,4.9273,2.047,0.2346,0.3261,92.1708,258.834,10.0,98.54,8.7965,1.0756,31.9824,31.9773,24.216,24.2005
TGX201909,GAK7,B,2019-09-18T01:01:02,-148.634,58.9732,244,51,9.55,11,12.8198,12.821,3.7571,3.7575,2.5475,0,0.1548,0.95,4.1824,1.0754,4.9262,2.5721,0.3044,0.481,88.67,261.597,33.7,98.52,7.1268,1.0754,31.9307,31.9337,24.0512,24.0532
TGX201909,GAK7,B,2019-09-18T01:02:51,-148.634,58.9732,244,51,2.52,12,12.8827,12.878,3.7623,3.7622,2.5492,0,0.1356,0.9082,4.1189,1.0769,1.2524,3.1223,0.2564,0.5423,87.3241,261.341,120.0,25.05,6.7873,1.0769,31.9298,31.9329,24.0383,24.0416
TGX201909,GAK8,B,2019-09-18T03:35:09,-148.4875,58.8105,290,53,269.26,1,5.045,5.0444,3.2641,3.2643,0.9549,0,0.0347,4.1471,4.2221,1.0768,0.7667,0.0098,0.0043,0.4431,89.5139,71.235,0.0,15.33,33.0549,1.0768,33.871,33.8742,26.775,26.7777
TGX201909,GAK8,B,2019-09-18T03:36:07,-148.4875,58.8105,290,53,251.16,2,5.0613,5.0623,3.2646,3.2649,0.9584,0,0.0342,4.1468,4.2706,1.0766,4.9279,0.0061,0.0029,0.3974,90.5416,71.786,0.0,98.56,33.0523,1.0766,33.8691,33.8722,26.7717,26.774
TGX201909,GAK8,B,2019-09-18T03:38:03,-148.4875,58.8105,290,53,211.77,3,5.6598,5.6597,3.309,3.3093,1.0979,0,0.0354,4.1461,4.5548,1.0762,4.9246,0.0061,0.006,0.1397,96.5688,91.589,0.0,98.49,33.0468,1.0762,33.7928,33.7962,26.6407,26.6434
TGX201909,GAK8,B,2019-09-18T03:43:41,-148.4875,58.8105,290,53,151.56,4,6.272,6.2692,3.3422,3.3414,1.2809,0,0.0342,4.0451,4.5793,1.1362,4.9215,0.0061,0.003,0.1182,97.0877,117.541,0.0,98.43,32.2276,1.1363,33.5879,33.5813,26.4025,26.3976
TGX201909,GAK8,B,2019-09-18T03:45:19,-148.4875,58.8105,290,53,125.46,5,6.4506,6.4497,3.3424,3.3425,1.4175,0,0.034,3.8356,4.621,1.0756,4.9267,0.0061,0.0024,0.0819,97.9728,136.939,0.0,98.53,30.529,1.0756,33.4269,33.4298,26.2525,26.2549
TGX201909,GAK8,B,2019-09-18T03:46:21,-148.4875,58.8105,290,53,101.11,6,6.2791,6.2799,3.2858,3.2864,1.8112,0,0.0343,3.1729,4.6355,1.0764,4.9275,0.0061,0.0032,0.0694,98.2793,195.919,0.0,98.55,25.1541,1.0764,32.9767,32.9835,25.9192,25.9244
TGX201909,GAK8,B,2019-09-18T03:47:28,-148.4875,58.8105,290,53,76.08,7,6.2675,6.2699,3.2537,3.2542,2.0854,0,0.0371,2.7821,4.6167,1.0755,4.9274,0.0061,0.0103,0.0857,97.8813,238.273,0.0,98.54,21.9847,1.0755,32.6433,32.6463,25.6576,25.6596
TGX201909,GAK8,B,2019-09-18T03:48:41,-148.4875,58.8105,290,53,50.56,8,7.3345,7.3404,3.322,3.3226,2.1532,0,0.043,2.5171,4.6029,1.0794,4.9282,0.0061,0.0251,0.0977,97.587,243.261,0.0,98.56,19.8355,1.0794,32.3939,32.3952,25.3212,25.3214
TGX201909,GAK8,B,2019-09-18T03:49:37,-148.4875,58.8105,290,53,40.36,9,7.9069,7.9101,3.3641,3.3646,2.2476,0,0.0477,2.2031,4.5934,1.0868,4.93,0.033,0.0368,0.1059,97.3863,251.486,0.0053,98.6,17.289,1.0868,32.3184,32.3204,25.1817,25.1829
TGX201909,GAK8,B,2019-09-18T03:50:42,-148.4875,58.8105,290,53,30.53,10,9.5288,9.6103,3.4938,3.5006,2.3949,0,0.0726,1.7874,4.5165,1.0746,4.9303,0.1418,0.0991,0.1735,95.756,261.054,0.0329,98.6,13.9178,1.0746,32.1986,32.1952,24.8419,24.8261
TGX201909,GAK8,B,2019-09-18T03:51:43,-148.4875,58.8105,290,53,21.71,11,11.3887,11.3775,3.6425,3.6418,2.4961,0,0.1235,1.2556,4.3518,1.0766,4.9296,0.3727,0.2263,0.3221,92.2632,263.553,0.121,98.59,9.6046,1.0766,32.049,32.052,24.4095,24.4138
TGX201909,GAK8,B,2019-09-18T03:52:42,-148.4875,58.8105,290,53,8.97,12,12.8263,12.8286,3.7618,3.7623,2.5451,0,0.1392,0.9904,4.1738,1.0978,4.9285,0.9827,0.2654,0.4892,88.4876,260.365,0.778,98.57,7.4544,1.0978,31.9706,31.9734,24.0808,24.0825
TGX201909,RES2.5,B,2019-09-18T17:51:59,-149.3563,60.0203,293,54,290.78,1,6.086,6.0853,3.3158,3.316,1.2747,0,0.0349,3.7101,3.8021,1.0765,0.1938,0.0098,0.0048,0.8624,80.6058,119.233,0.0,3.88,29.5111,1.0765,33.4079,33.4107,26.2839,26.2862
TGX201909,RES2.5,B,2019-09-18T17:54:14,-149.3563,60.0203,293,54,254.33,2,6.0952,6.0945,3.3138,3.314,1.3147,0,0.0344,3.794,4.3285,1.0757,3.3848,0.0081,0.0036,0.3436,91.7692,124.369,0.0001,67.7,30.1911,1.0757,33.3939,33.3969,26.2717,26.2742
TGX201909,RES2.5,B,2019-09-18T17:55:39,-149.3563,60.0203,293,54,201.89,3,6.1463,6.1451,3.3124,3.3126,1.3394,0,0.0338,3.6967,4.4368,1.0749,4.9196,0.0079,0.002,0.2447,94.0656,127.338,0.0003,98.39,29.4022,1.0749,33.3545,33.3579,26.2342,26.237
TGX201909,RES2.5,B,2019-09-18T17:57:15,-149.3563,60.0203,293,54,150.99,4,6.4087,6.4081,3.296,3.2962,1.5952,0,0.0349,3.3187,4.499,1.0759,4.9214,0.0061,0.0047,0.189,95.3846,164.928,0.0,98.43,26.3369,1.0759,32.9411,32.9435,25.8746,25.8766
TGX201909,RES2.5,B,2019-09-18T17:58:14,-149.3563,60.0203,293,54,126.35,5,6.5005,6.4999,3.2725,3.2727,1.8787,0,0.0355,2.9344,4.4643,1.0764,4.9217,0.0061,0.0062,0.2201,94.648,206.767,0.0,98.43,23.2201,1.0764,32.6046,32.6074,25.5975,25.5998
TGX201909,RES2.5,B,2019-09-18T17:59:15,-149.3563,60.0203,293,54,101.15,6,6.5981,6.5977,3.2505,3.2507,2.0624,0,0.0353,2.6196,4.5066,1.0769,4.9215,0.0084,0.0056,0.1823,95.5452,233.724,0.0004,98.43,20.6667,1.0769,32.2816,32.2842,25.3304,25.3325
TGX201909,RES2.5,B,2019-09-18T18:00:30,-149.3563,60.0203,293,54,75.25,7,7.1154,7.1248,3.2678,3.2689,2.0968,0,0.0363,2.4684,4.4961,1.0767,4.9229,0.0501,0.0083,0.1916,95.3223,235.551,0.009,98.46,19.4411,1.0767,31.9995,32.0022,25.0405,25.0415
TGX201909,RES2.5,B,2019-09-18T18:01:32,-149.3563,60.0203,293,54,50.97,8,7.9523,7.9566,3.3004,3.3011,2.1309,0,0.0363,2.1896,4.5014,1.0762,4.9227,0.4511,0.0084,0.1869,95.4363,235.34,0.163,98.46,17.1795,1.0762,31.5947,31.5974,24.6073,24.6088
TGX201909,RES2.5,B,2019-09-18T18:02:19,-149.3563,60.0203,293,54,39.61,9,9.4412,9.4841,3.3911,3.3939,2.197,0,0.0373,1.9064,4.5518,1.0741,4.9237,0.8446,0.0106,0.1423,96.5048,236.399,0.54,98.47,14.8832,1.0741,31.2227,31.214,24.0935,24.0799
TGX201909,RES2.5,B,2019-09-18T18:03:14,-149.3563,60.0203,293,54,29.86,10,12.5894,12.6131,3.5343,3.5345,2.4303,0,0.0388,1.062,4.4798,1.0759,4.9228,1.3254,0.0144,0.2061,94.9788,251.518,1.82,98.46,8.0352,1.0759,30.0093,29.9922,22.6077,22.5901
TGX201909,RES2.5,B,2019-09-18T18:04:20,-149.3563,60.0203,293,54,19.9,11,13.9905,13.9998,3.4116,3.4116,2.4805,0,0.0629,0.7814,4.4537,1.0752,4.9214,1.8365,0.0747,0.2295,94.425,254.002,6.12,98.43,5.7595,1.0752,27.8184,27.8113,20.6468,20.6396
TGX201909,RES2.5,B,2019-09-18T18:05:06,-149.3563,60.0203,293,54,9.78,12,13.6914,13.6859,3.2293,3.2292,2.4884,0,0.0742,0.7764,4.3135,1.0767,4.9208,2.4422,0.103,0.3575,91.45,258.696,25.0,98.41,5.7187,1.0767,26.3856,26.3879,19.6007,19.6036
TGX201909,RES2.5,B,2019-09-18T18:06:32,-149.3563,60.0203,293,54,2.03,13,13.2983,13.3043,2.9772,2.9801,2.4818,0,0.0882,0.8106,3.9322,1.1455,4.921,3.4971,0.1381,0.7278,83.3652,263.589,296.0,98.42,5.9959,1.1455,24.3719,24.3948,18.1222,18.1387
TGX201909,GAK9,B,2019-09-19T17:55:33,-148.349,58.6778,280,57,41.1,1,7.4891,7.4962,3.3302,3.3311,2.3295,0,0.0537,2.0894,4.5837,1.0759,4.9192,0.8095,0.0518,0.1144,97.1801,265.226,0.491,98.38,16.3667,1.076,32.3425,32.3459,25.2595,25.2612
TGX201909,GAK9,B,2019-09-19T17:55:40,-148.349,58.6778,280,57,41.78,2,7.4469,7.4433,3.3268,3.3269,2.3263,0,0.0544,2.1559,4.5859,1.1197,4.9193,0.7883,0.0535,0.1125,97.2272,264.876,0.463,98.39,16.9063,1.1197,32.345,32.3496,25.2673,25.2714
TGX201909,GAK9,B,2019-09-19T17:56:41,-148.349,58.6778,280,57,30.74,3,8.9834,8.9598,3.4466,3.4457,2.4795,0,0.073,1.6658,4.5015,1.0768,4.9206,1.2206,0.1001,0.1868,95.4369,276.298,1.41,98.41,12.9318,1.0768,32.2046,32.2166,24.9324,24.9455
TGX201909,GAK9,B,2019-09-19T17:57:48,-148.349,58.6778,280,57,29.89,4,10.0666,10.1071,3.529,3.5325,2.4382,0,0.0964,1.5189,4.4241,1.0761,4.9211,1.3005,0.1584,0.2561,93.7962,265.616,1.72,98.42,11.7403,1.0761,32.0774,32.0766,24.6596,24.6523
TGX201909,GAK9,B,2019-09-19T17:59:06,-148.349,58.6778,280,57,21.42,5,11.7926,11.7919,3.669,3.6695,2.5044,0,0.1389,1.0207,4.286,1.0755,4.9202,1.7686,0.2648,0.3831,90.8666,262.027,5.22,98.41,7.6995,1.0755,31.9584,31.9638,24.266,24.2703
TGX201909,GAK9,B,2019-09-19T18:00:04,-148.349,58.6778,280,57,20.58,6,11.7992,11.7984,3.6696,3.67,2.5078,0,0.1391,1.0292,4.272,1.1001,4.9203,1.8189,0.265,0.3962,90.5712,262.661,5.87,98.41,7.769,1.1001,31.9586,31.9641,24.2649,24.2693
TGX201909,GAK9,B,2019-09-19T18:00:08,-148.349,58.6778,280,57,19.4,7,11.7979,11.7972,3.6694,3.6699,2.5077,0,0.1321,0.9966,4.2864,1.074,4.9204,1.8715,0.2477,0.3827,90.8766,262.641,6.64,98.41,7.5041,1.074,31.9587,31.9641,24.2652,24.2696
TGX201909,GAK9,B,2019-09-19T18:01:00,-148.349,58.6778,280,57,14.7,8,11.8326,11.8363,3.6723,3.6733,2.5105,0,0.1277,0.9497,4.2869,1.0765,4.9201,2.1644,0.2369,0.3822,90.8882,262.746,13.1,98.4,7.1242,1.0765,31.9592,31.9651,24.2592,24.2631
TGX201909,GAK9,B,2019-09-19T18:01:41,-148.349,58.6778,280,57,10.09,9,12.0008,12.0007,3.6874,3.688,2.513,0,0.1387,1.0284,4.2773,1.094,4.9198,2.4703,0.2642,0.3912,90.6833,261.514,26.6,98.4,7.7626,1.094,31.9623,31.9684,24.2306,24.2354
TGX201909,GAK9,B,2019-09-19T18:01:43,-148.349,58.6778,280,57,10.43,10,12.0019,12.0027,3.6875,3.6882,2.5122,0,0.1402,1.0374,4.2801,1.075,4.9201,2.4556,0.2679,0.3885,90.743,261.572,25.8,98.4,7.8351,1.075,31.9625,31.9684,24.2306,24.235
TGX201909,GAK9,B,2019-09-19T18:02:46,-148.349,58.6778,280,57,8.25,11,11.9949,11.9931,3.6868,3.6873,2.5172,0,0.1326,0.9692,4.2767,1.0756,4.9209,2.5437,0.2489,0.3917,90.6711,262.551,31.7,98.42,7.2824,1.0756,31.9627,31.9685,24.2321,24.2368
TGX201909,GAK9,B,2019-09-19T18:03:34,-148.349,58.6778,280,57,4.02,12,11.9967,11.9971,3.6868,3.6875,2.5128,0,0.124,0.9993,4.265,1.0759,3.6538,2.8945,0.2275,0.4027,90.4222,261.905,71.0,73.08,7.5263,1.0759,31.9627,31.9687,24.2317,24.2363
TGX201909,GAK9,B,2019-09-19T18:04:58,-148.349,58.6778,280,57,2.77,13,11.9976,11.9957,3.6862,3.6864,2.5086,0,0.1119,0.988,4.2348,1.0755,4.9082,3.1135,0.1972,0.4311,89.7834,261.093,118.0,98.16,7.4346,1.0755,31.9565,31.9597,24.2268,24.2296
TGX201909,GAK9,B,2019-09-19T18:05:03,-148.349,58.6778,280,57,2.31,14,11.9977,11.9972,3.6867,3.6873,2.5104,0,0.1099,0.9513,4.2641,1.0759,4.9099,3.1794,0.1922,0.4036,90.4027,261.186,150.0,98.2,7.1373,1.0759,31.9616,31.9679,24.2307,24.2357
TGX201909,GAK9,B,2019-09-19T18:05:10,-148.349,58.6778,280,57,2.98,15,12.0008,12.0008,3.6872,3.6878,2.5076,0,0.1109,0.9292,4.2604,1.0846,4.9101,3.0636,0.1948,0.407,90.326,261.031,105.0,98.2,6.9579,1.0846,31.9629,31.969,24.2311,24.2359
TGX201909,GAK9,B,2019-09-19T18:48:25,-148.3438,58.6778,280,58,275.09,1,5.0896,5.0891,3.2671,3.268,0.9557,0,0.0343,4.1485,4.1466,1.0766,0.2002,0.0103,0.0032,0.5154,87.9106,71.277,0.0001,4.0,33.0664,1.0766,33.8577,33.8681,26.7594,26.7676
TGX201909,GAK9,B,2019-09-19T18:49:25,-148.3438,58.6778,280,58,252.37,2,5.0955,5.095,3.2666,3.2675,0.9589,0,0.0347,4.1479,4.1649,1.0757,1.2708,0.0098,0.0043,0.4977,88.3011,71.557,0.0,25.42,33.0612,1.0757,33.857,33.8674,26.7581,26.7665
TGX201909,GAK9,B,2019-09-19T18:50:45,-148.3438,58.6778,280,58,201.87,3,5.6555,5.6556,3.3083,3.3092,1.0935,0,0.0342,4.1481,4.5531,1.0743,3.344,0.009,0.003,0.1412,96.5328,90.825,0.0003,66.88,33.0636,1.0743,33.795,33.8047,26.6429,26.6506
TGX201909,GAK9,B,2019-09-19T18:53:11,-148.3438,58.6778,280,58,152.79,4,6.3287,6.3276,3.3361,3.337,1.3737,0,0.0342,3.7954,4.6056,1.0949,4.9235,0.0061,0.0031,0.0953,97.6446,131.26,0.0,98.47,30.2022,1.0949,33.464,33.4745,26.2975,26.3059
TGX201909,GAK9,B,2019-09-19T18:54:20,-148.3438,58.6778,280,58,126.96,5,6.4917,6.4912,3.335,3.3358,1.4657,0,0.0342,3.6094,4.5957,1.0764,4.9244,0.0225,0.0031,0.1039,97.436,143.911,0.003,98.49,28.6941,1.0764,33.3049,33.314,26.1509,26.1582
