Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],C0S/m,C1S/m,Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202012S,RES2.5,B,2020-09-01T15:59:32,-149.3588,60.0252,294.0,1,289.15,1,5.9991,6.0001,3.3028,3.3032,0.0122,3.2413,1.0374,1.2071,3.8472,0.011,0.2462,-0.0424,0.7902,82.0741,0.0,96.654,99.99,31.797,32.896,4.92,26.865,33.348,33.3516,26.2475,26.2502
SKQ202012S,RES2.5,B,2020-09-01T16:02:53,-149.3588,60.0252,294.0,1,252.38,2,5.987,5.9875,3.2974,3.2977,0.0119,3.2279,1.1088,1.3107,4.199,0.011,2.0692,-0.0508,0.4401,89.5822,0.0,109.533,114.191,36.015,37.548,41.39,26.7561,33.3177,33.3203,26.225,26.227
SKQ202012S,RES2.5,B,2020-09-01T16:05:55,-149.3588,60.0252,294.0,1,201.86,3,5.8694,5.8684,3.2613,3.2612,0.0117,3.0719,1.3166,1.5975,4.3373,0.011,4.5807,-0.0562,0.3104,92.5339,0.0,147.531,153.637,48.281,50.279,91.61,25.491,33.0525,33.0525,26.0299,26.03
SKQ202012S,RES2.5,B,2020-09-01T16:09:03,-149.3588,60.0252,294.0,1,151.13,4,5.6579,5.6582,3.2023,3.2026,0.0115,2.6153,1.6118,2.0026,4.4093,0.011,1.6727,-0.0609,0.2445,94.0695,0.0,202.78,210.605,65.823,68.364,33.45,21.7882,32.619,32.6212,25.7126,25.7143
SKQ202012S,RES2.5,B,2020-09-01T16:11:50,-149.3588,60.0252,294.0,1,125.98,5,5.4865,5.4957,3.1604,3.1625,0.0117,2.3916,1.7427,2.1765,4.4167,0.011,2.9242,-0.0562,0.2379,94.2269,0.0,228.663,236.262,73.763,76.239,58.48,19.9738,32.3226,32.3374,25.4983,25.5089
SKQ202012S,RES2.5,B,2020-09-01T16:14:13,-149.3588,60.0252,294.0,1,101.12,6,5.4976,5.4985,3.1336,3.1343,0.0117,2.1995,1.8207,2.2913,4.4054,0.011,4.2481,-0.0556,0.2481,93.986,0.0,242.455,251.447,78.057,80.958,84.96,18.4157,32.0208,32.0273,25.2583,25.2634
SKQ202012S,RES2.5,B,2020-09-01T16:16:55,-149.3588,60.0252,294.0,1,76.02,7,6.9439,6.9449,3.2338,3.2342,0.0127,1.8137,1.8849,2.3774,4.314,0.011,5.0,-0.0316,0.332,92.0351,0.0,244.189,253.526,81.167,84.274,100.0,15.287,31.7874,31.7908,24.8964,24.8989
SKQ202012S,RES2.5,B,2020-09-01T16:19:53,-149.3588,60.0252,294.0,1,50.58,8,9.235,9.2339,3.3879,3.388,0.0135,1.2655,2.0597,2.6164,4.281,0.0761,4.8206,-0.0125,0.3628,91.3321,0.0192,260.371,270.554,90.841,94.393,96.41,10.841,31.3652,31.3674,24.237,24.2389
SKQ202012S,RES2.5,B,2020-09-01T16:21:55,-149.3588,60.0252,294.0,1,40.44,9,11.058,11.0415,3.5008,3.5008,0.0143,0.8755,2.1132,2.689,4.2895,0.4231,5.0,0.006,0.3548,91.5108,0.193,258.032,268.652,93.364,97.183,100.0,7.6784,30.9358,30.9502,23.6026,23.6166
SKQ202012S,RES2.5,B,2020-09-01T16:24:10,-149.3588,60.0252,294.0,1,30.12,10,12.6581,12.5963,3.554,3.5536,0.0275,0.642,2.0916,2.6529,4.4488,0.799,5.0,0.3242,0.2088,94.9123,0.626,246.756,256.479,91.822,95.348,100.0,5.7842,30.1397,30.1853,22.6957,22.7426
SKQ202012S,RES2.5,B,2020-09-01T16:26:18,-149.3588,60.0252,294.0,1,20.14,11,13.4735,13.5739,3.5462,3.5424,0.0366,0.4792,2.1164,2.6922,4.4658,1.2731,5.0,0.5419,0.1936,95.2749,2.11,246.679,257.371,92.887,97.037,100.0,4.4642,29.4311,29.3194,21.9919,21.8861
SKQ202012S,RES2.5,B,2020-09-01T16:28:33,-149.3588,60.0252,294.0,1,10.55,12,13.7581,13.7566,3.4641,3.4673,0.0442,0.4661,2.1636,2.746,4.4267,1.8752,5.0,0.7243,0.2288,94.4401,8.8,253.908,263.496,95.524,99.149,100.0,4.3583,28.4677,28.4973,21.193,21.2161
SKQ202012S,RES2.5,B,2020-09-01T16:30:48,-149.3588,60.0252,294.0,1,2.98,13,13.8848,13.8903,3.2325,3.2151,0.0701,0.407,2.1542,2.7285,3.6969,2.8258,5.0,1.3463,0.9496,78.8672,79.6,255.416,264.911,94.888,98.316,100.0,3.8789,26.2839,26.1239,19.4853,19.361
SKQ202012S,RES2.5,B,2020-09-01T16:30:56,-149.3588,60.0252,294.0,1,3.02,14,13.8853,13.8854,3.2251,3.2107,0.0692,0.4075,2.1538,2.7273,3.6956,2.8188,5.0,1.3241,0.951,78.8401,78.3,255.55,265.119,94.894,98.359,100.0,3.8825,26.217,26.088,19.4337,19.3343
SKQ202012S,RES2.5,B,2020-09-01T16:31:04,-149.3588,60.0252,294.0,1,3.1,15,13.8841,13.8879,3.214,3.2111,0.0728,0.4355,2.152,2.73,3.699,2.8057,5.0,1.4102,0.9474,78.9113,76.0,255.249,265.178,94.715,98.388,100.0,4.1095,26.1184,26.09,19.358,19.3353
SKQ202012S,GAK1,B,2020-09-01T19:17:45,-149.4668,59.8445,269.0,2,266.37,1,5.9567,5.9577,3.3029,3.3033,0.0127,3.4385,0.8849,0.9982,3.9367,0.011,0.2642,-0.0298,0.6982,83.9847,0.0,68.189,71.204,22.419,23.412,5.28,28.4643,33.4028,33.4063,26.296,26.2986
SKQ202012S,GAK1,B,2020-09-01T19:17:58,-149.4668,59.8445,269.0,2,266.61,2,5.9588,5.9601,3.3038,3.3043,0.0133,3.53,0.8601,0.9637,3.9117,0.0117,0.2541,-0.0167,0.7237,83.4502,0.0001,62.626,65.247,20.593,21.456,5.08,29.2062,33.4103,33.415,26.3016,26.3052
SKQ202012S,GAK1,B,2020-09-01T19:18:13,-149.4668,59.8445,269.0,2,266.5,3,5.9586,5.9598,3.3037,3.3042,0.0126,3.4739,0.8522,0.9529,3.7254,0.0111,0.2577,-0.0322,0.9189,79.4755,0.0,61.923,64.375,20.361,21.169,5.15,28.7509,33.4095,33.4141,26.3011,26.3045
SKQ202012S,GAK1,B,2020-09-01T19:21:00,-149.4668,59.8445,269.0,2,253.0,4,5.9446,5.9471,3.2948,3.296,0.0115,3.486,1.0406,1.1897,4.3373,0.011,0.9251,-0.0597,0.3105,92.5317,0.0,97.224,97.452,31.94,32.019,18.5,28.8497,33.33,33.3411,26.24,26.2484
SKQ202012S,GAK1,B,2020-09-01T19:24:25,-149.4668,59.8445,269.0,2,202.06,5,5.8499,5.8538,3.2583,3.2596,0.0117,3.1083,1.3084,1.5752,4.3647,0.011,3.4703,-0.055,0.2853,93.1161,0.0,146.628,151.119,47.959,49.436,69.41,25.7859,33.0378,33.0485,26.0207,26.0287
SKQ202012S,GAK1,B,2020-09-01T19:27:35,-149.4668,59.8445,269.0,2,151.54,6,5.7223,5.7229,3.2039,3.2042,0.0119,2.6276,1.6218,2.0155,4.4297,0.0109,5.0,-0.0508,0.2261,94.5034,0.0,204.657,212.003,66.511,68.9,100.0,21.888,32.5743,32.5766,25.6697,25.6715
SKQ202012S,GAK1,B,2020-09-01T19:31:54,-149.4668,59.8445,269.0,2,101.25,7,6.2501,6.2577,3.2123,3.2132,0.0126,2.2287,1.752,2.1956,4.4077,0.0192,3.0765,-0.0322,0.246,94.0349,0.002,224.549,232.884,73.668,76.418,61.53,18.6528,32.1876,32.191,25.3002,25.3019
SKQ202012S,GAK1,B,2020-09-01T19:35:56,-149.4668,59.8445,269.0,2,50.8,8,10.374,10.3802,3.4862,3.487,0.0269,1.1313,1.9692,2.4881,4.5279,1.149,4.553,0.3099,0.1383,96.6006,1.55,237.674,246.939,85.009,88.336,91.06,9.753,31.3694,31.3726,24.0566,24.058
SKQ202012S,GAK1,B,2020-09-01T19:38:02,-149.4668,59.8445,269.0,2,46.18,9,12.5434,12.5451,3.695,3.6955,0.0589,0.6313,2.1252,2.6931,4.4508,1.3042,4.5768,1.0778,0.2071,94.9548,2.27,250.467,259.736,93.915,97.396,91.54,5.6983,31.5607,31.5644,23.8176,23.8201
SKQ202012S,GAK1,B,2020-09-01T19:40:28,-149.4668,59.8445,269.0,2,40.55,10,12.3325,12.325,3.6563,3.6558,0.0435,0.7153,2.1,2.6558,4.4763,1.4697,5.0,0.7069,0.1843,95.4977,3.39,247.812,256.076,92.39,95.457,100.0,6.3787,31.3707,31.3728,23.7102,23.7132
SKQ202012S,GAK1,B,2020-09-01T19:40:39,-149.4668,59.8445,269.0,2,40.45,11,12.276,12.2807,3.6489,3.6499,0.0469,0.7082,2.0993,2.6595,4.4743,1.463,4.5653,0.7901,0.1861,95.4547,3.33,248.071,257.334,92.362,95.825,91.31,6.3211,31.3473,31.3534,23.7026,23.7064
SKQ202012S,GAK1,B,2020-09-01T19:44:01,-149.4668,59.8445,269.0,2,35.52,12,12.3212,12.327,3.5758,3.5759,0.0281,0.6938,2.0796,2.6306,4.518,1.6919,5.0,0.3392,0.1471,96.3894,5.73,245.924,254.33,91.178,94.304,100.0,6.2051,30.6153,30.6123,23.127,23.1235
SKQ202012S,GAK1,B,2020-09-01T19:46:23,-149.4668,59.8445,269.0,2,29.87,13,12.5397,12.5399,3.5635,3.5639,0.0256,0.5744,2.0882,2.6415,4.5096,2.0475,5.0,0.28,0.1546,96.2081,13.2,246.433,255.329,91.595,94.904,100.0,5.2359,30.3241,30.3279,22.8607,22.8636
SKQ202012S,GAK1,B,2020-09-01T19:48:44,-149.4668,59.8445,269.0,2,23.54,14,13.1601,13.1585,3.5589,3.559,0.0294,0.5505,2.1031,2.6576,4.4968,2.2001,5.0,0.3703,0.166,95.9348,18.7,245.775,254.191,92.185,95.34,100.0,5.0421,29.7909,29.7933,22.3305,22.3327
SKQ202012S,GAK1,B,2020-09-01T19:51:39,-149.4668,59.8445,269.0,2,20.32,15,13.4413,13.4398,3.5382,3.5389,0.0379,0.4329,2.1276,2.693,4.4764,2.2107,4.74,0.5718,0.1842,95.4999,19.2,248.759,257.893,93.577,97.015,94.8,4.0885,29.3819,29.3898,21.9602,21.9666
SKQ202012S,GAK1,B,2020-09-01T19:51:53,-149.4668,59.8445,269.0,2,20.21,16,13.4315,13.4313,3.5366,3.5373,0.0353,0.5166,2.1254,2.6852,4.4839,2.2041,4.9421,0.512,0.1774,95.661,18.9,248.576,256.574,93.484,96.496,98.84,4.7677,29.3745,29.3812,21.9564,21.9616
SKQ202012S,GAK1,B,2020-09-01T19:54:13,-149.4668,59.8445,269.0,2,16.7,17,13.5196,13.5227,3.5156,3.5165,0.043,0.4776,2.1334,2.6983,4.4628,2.3885,5.0,0.6962,0.1963,95.2111,29.0,249.543,258.282,93.848,97.144,100.0,4.4514,29.1153,29.1211,21.7391,21.7431
SKQ202012S,GAK1,B,2020-09-01T19:56:44,-149.4668,59.8445,269.0,2,10.2,18,13.5161,13.5189,3.4425,3.4429,0.0682,0.4466,2.1565,2.7344,4.3621,2.903,5.0,1.3008,0.2876,93.0624,95.1,254.277,263.422,95.178,98.608,100.0,4.2002,28.4498,28.4513,21.2262,21.2269
SKQ202012S,GAK1,B,2020-09-01T19:57:00,-149.4668,59.8445,269.0,2,10.25,19,13.519,13.5204,3.443,3.4433,0.0688,0.4439,2.1553,2.7332,4.3635,3.0153,5.0,1.3158,0.2864,93.0911,123.0,254.107,263.49,95.122,98.638,100.0,4.1782,28.4525,28.454,21.2278,21.2287
SKQ202012S,GAK1,B,2020-09-01T19:57:09,-149.4668,59.8445,269.0,2,10.19,20,13.5214,13.5247,3.443,3.4435,0.0697,0.4468,2.1577,2.7317,4.3659,3.1073,5.0,1.3361,0.2842,93.1416,152.0,254.192,263.485,95.157,98.644,100.0,4.2016,28.4509,28.4526,21.226,21.2267
SKQ202012S,GAK1,B,2020-09-01T19:59:49,-149.4668,59.8445,269.0,2,9.5,21,13.5471,13.5418,3.4417,3.4411,0.0683,0.4135,2.1578,2.7365,4.365,3.0453,4.9981,1.3032,0.285,93.1235,132.0,254.195,263.852,95.188,98.793,99.96,3.9315,28.4196,28.4184,21.197,21.197
SKQ202012S,GAK1,B,2020-09-01T20:02:15,-149.4668,59.8445,269.0,2,4.92,22,13.618,13.6068,3.4119,3.4078,0.0478,0.4513,2.1665,2.7443,4.2587,3.5745,5.0,0.8111,0.3849,90.8541,447.0,255.64,265.059,95.653,99.134,100.0,4.2378,28.0968,28.0678,20.9342,20.914
SKQ202012S,GAK1,B,2020-09-01T20:05:05,-149.4668,59.8445,269.0,2,2.58,23,13.6354,13.6357,3.296,3.2965,0.0354,0.4324,2.155,2.7308,4.1554,4.0537,4.7541,0.5138,0.4823,88.6511,1360.0,255.265,264.887,94.839,98.418,95.08,4.0844,27.031,27.0354,20.1089,20.1123
SKQ202012S,GAK1,B,2020-09-01T20:05:34,-149.4668,59.8445,269.0,2,2.7,24,13.6674,13.6656,3.2986,3.2992,0.036,0.4013,2.1637,2.7321,4.2149,4.0569,4.9921,0.5287,0.425,89.9199,1370.0,257.105,264.902,95.586,98.486,99.84,3.832,27.0315,27.0382,20.1032,20.1087
SKQ202012S,GAK1,B,2020-09-01T22:39:20,-149.467,59.8452,271.0,3,269.86,1,5.9568,5.9587,3.3026,3.3036,0.0129,3.4759,0.9088,1.0245,3.8257,0.011,0.1466,-0.0269,0.8127,81.6152,0.0,72.579,73.533,23.862,24.178,2.93,28.7679,33.3972,33.4063,26.2916,26.2985
SKQ202012S,GAK1,B,2020-09-01T22:39:34,-149.467,59.8452,271.0,3,269.66,2,5.9577,5.9589,3.3031,3.3035,0.0129,3.4857,0.8993,1.013,3.8472,0.0114,0.8451,-0.0269,0.7902,82.0746,0.0001,70.544,71.994,23.194,23.672,16.9,28.8475,33.4017,33.4055,26.295,26.2978
SKQ202012S,GAK1,B,2020-09-01T22:42:30,-149.467,59.8452,271.0,3,252.18,3,5.9459,5.9479,3.2954,3.2965,0.0125,3.4315,1.03,1.186,4.3112,0.011,1.0183,-0.0364,0.3346,91.975,0.0,94.785,96.491,31.14,31.705,20.37,28.407,33.3354,33.3458,26.2441,26.252
SKQ202012S,GAK1,B,2020-09-01T22:45:45,-149.467,59.8452,271.0,3,202.18,4,5.8521,5.8543,3.2588,3.2595,0.0119,3.0325,1.3059,1.5816,4.3449,0.011,3.5087,-0.0514,0.3035,92.6944,0.0,145.678,151.651,47.652,49.61,70.17,25.1711,33.0411,33.0467,26.023,26.0271
SKQ202012S,GAK1,B,2020-09-01T22:48:33,-149.467,59.8452,271.0,3,151.34,5,5.7826,5.7939,3.2127,3.2133,0.0116,2.6503,1.5942,1.9812,4.3886,0.011,5.0,-0.0574,0.2634,93.6271,0.0,198.997,206.808,64.782,67.341,100.0,22.0719,32.6145,32.6109,25.6943,25.69
SKQ202012S,GAK1,B,2020-09-01T22:51:05,-149.467,59.8452,271.0,3,127.4,6,5.9495,5.9522,3.2099,3.2104,0.0116,2.481,1.6886,2.1071,4.3621,0.011,1.7988,-0.0568,0.2876,93.0624,0.0,214.883,222.43,70.133,72.603,35.98,20.6991,32.4344,32.4382,25.5319,25.5346
SKQ202012S,GAK1,B,2020-09-01T22:53:37,-149.467,59.8452,271.0,3,100.87,7,6.2817,6.2821,3.215,3.2154,0.0134,2.2468,1.7511,2.1985,4.4092,0.0117,3.119,-0.0143,0.2446,94.0668,0.0001,224.361,233.272,73.661,76.59,62.38,18.7995,32.188,32.1924,25.2966,25.3
SKQ202012S,GAK1,B,2020-09-01T22:56:27,-149.467,59.8452,271.0,3,75.65,8,7.0917,7.0961,3.2562,3.257,0.0129,2.0761,1.7843,2.2398,4.4937,0.4291,5.0,-0.0257,0.1687,95.8689,0.197,225.088,233.765,75.131,78.037,100.0,17.4152,31.8951,31.8995,24.9616,24.9645
SKQ202012S,GAK1,B,2020-09-01T22:56:34,-149.467,59.8452,271.0,3,76.06,9,7.1008,7.1005,3.2571,3.2574,0.0127,2.0059,1.7861,2.2417,4.5041,0.427,4.8661,-0.0298,0.1595,96.0922,0.195,225.775,234.084,75.376,78.152,97.32,16.8455,31.8962,31.8999,24.9612,24.9642
SKQ202012S,GAK1,B,2020-09-01T22:59:32,-149.467,59.8452,271.0,3,49.99,10,11.0945,10.9401,3.5484,3.5346,0.033,1.0496,1.9938,2.5326,4.5219,1.2016,4.9978,0.4576,0.1437,96.4713,1.77,238.199,249.946,86.52,90.486,99.96,9.0904,31.3687,31.3639,23.9328,23.9559
SKQ202012S,GAK1,B,2020-09-01T22:59:40,-149.467,59.8452,271.0,3,50.14,11,10.9731,10.9181,3.5379,3.5323,0.035,1.0131,1.9939,2.5309,4.5226,1.1966,4.8255,0.503,0.143,96.4873,1.75,239.779,250.718,86.869,90.721,96.51,8.7947,31.3685,31.3606,23.9537,23.9572
SKQ202012S,GAK1,B,2020-09-01T23:02:37,-149.467,59.8452,271.0,3,40.68,12,12.7023,12.7045,3.6773,3.678,0.0635,0.5906,2.1155,2.6805,4.44,1.628,4.7917,1.1884,0.2168,94.7241,4.93,248.486,257.431,93.284,96.649,95.83,5.3679,31.2631,31.267,23.5569,23.5595
SKQ202012S,GAK1,B,2020-09-01T23:02:44,-149.467,59.8452,271.0,3,40.65,13,12.7035,12.7037,3.6776,3.678,0.0637,0.5934,2.116,2.6862,4.4489,1.6232,5.0,1.1926,0.2087,94.9149,4.88,248.578,258.388,93.321,97.007,100.0,5.3907,31.2642,31.2678,23.5575,23.5603
SKQ202012S,GAK1,B,2020-09-01T23:05:00,-149.467,59.8452,271.0,3,30.5,14,12.638,12.6395,3.5828,3.5833,0.0376,0.6536,2.0759,2.6412,4.4947,2.0994,4.9673,0.5658,0.1678,95.8923,14.8,243.76,254.635,90.853,94.911,99.35,5.879,30.4272,30.4301,22.9221,22.924
SKQ202012S,GAK1,B,2020-09-01T23:05:08,-149.467,59.8452,271.0,3,30.23,15,12.6399,12.641,3.5824,3.583,0.0397,0.6622,2.0742,2.641,4.4933,2.109,4.9909,0.6161,0.1691,95.8598,15.2,243.175,254.386,90.635,94.818,99.82,5.9481,30.4222,30.4263,22.9178,22.9208
SKQ202012S,GAK1,B,2020-09-01T23:07:32,-149.467,59.8452,271.0,3,20.22,16,13.4504,13.4578,3.4967,3.495,0.0572,0.5136,2.1339,2.7132,4.4478,2.6558,5.0,1.0377,0.2098,94.89,53.8,250.071,261.054,93.832,97.954,100.0,4.743,28.9931,28.9717,21.6583,21.6403
SKQ202012S,GAK1,B,2020-09-01T23:07:42,-149.467,59.8452,271.0,3,20.26,17,13.446,13.4454,3.4982,3.4998,0.0572,0.498,2.1337,2.7112,4.4352,2.6378,5.0,1.0359,0.2212,94.6209,51.6,250.203,260.429,93.885,97.731,100.0,4.6171,29.0102,29.0254,21.6723,21.6841
SKQ202012S,GAK1,B,2020-09-01T23:11:00,-149.467,59.8452,271.0,3,10.43,18,13.41,13.4113,3.388,3.3885,0.0871,0.4795,2.1742,2.7629,4.0929,3.3082,5.0,1.756,0.5449,87.3175,242.0,258.58,268.088,96.295,99.841,100.0,4.4664,28.029,28.0327,20.9219,20.9245
SKQ202012S,GAK1,B,2020-09-01T23:11:38,-149.467,59.8452,271.0,3,10.5,19,13.4084,13.4097,3.39,3.3907,0.0884,0.3891,2.1717,2.7636,4.2045,3.2672,4.663,1.7853,0.4348,89.6992,220.0,257.94,268.354,96.066,99.951,93.26,3.734,28.0483,28.0542,20.9372,20.9415
SKQ202012S,GAK1,B,2020-09-01T23:14:20,-149.467,59.8452,271.0,3,2.72,20,14.1274,14.13,3.3455,3.346,0.0322,0.4437,2.1776,2.7725,4.2968,4.047,5.0,0.4367,0.348,91.6687,1390.0,255.852,266.759,96.086,100.189,100.0,4.1766,27.1311,27.1338,20.0905,20.0921
SKQ202012S,GAK1,B,2020-09-01T23:14:35,-149.467,59.8452,271.0,3,2.54,21,14.1034,14.1024,3.3445,3.3448,0.034,0.4292,2.1807,2.7716,4.291,4.093,5.0,0.4803,0.3533,91.5453,1490.0,256.568,267.092,96.313,100.264,100.0,4.059,27.1389,27.1429,20.1012,20.1045
SKQ202012S,GAK1,B,2020-09-01T23:14:42,-149.467,59.8452,271.0,3,2.84,22,14.1225,14.1364,3.345,3.3457,0.0336,0.4484,2.1813,2.7722,4.2905,3.9729,4.9973,0.4707,0.3539,91.5331,1140.0,256.783,266.866,96.425,100.237,99.94,4.2146,27.1297,27.1265,20.0904,20.0852
SKQ202012S,GAK1,B,2020-09-01T23:14:50,-149.467,59.8452,271.0,3,2.8,23,14.163,14.1676,3.3458,3.3463,0.0334,0.4796,2.1818,2.7713,4.2977,4.0716,4.8668,0.466,0.3471,91.6884,1480.0,256.942,266.9,96.55,100.302,97.34,4.4676,27.1089,27.1102,20.0665,20.0665
SKQ202012S,GAK1,B,2020-09-01T23:14:59,-149.467,59.8452,271.0,3,2.53,24,14.1425,14.1388,3.3449,3.3453,0.0315,0.4546,2.1834,2.7733,4.2889,4.1038,4.771,0.4211,0.3553,91.5001,1560.0,257.239,266.857,96.626,100.235,95.42,4.2643,27.1157,27.1212,20.0757,20.0806
SKQ202012S,GAK2,B,2020-09-02T02:07:58,-149.3263,59.6908,224.0,5,222.42,1,5.9148,5.9164,3.2824,3.2831,0.0117,3.2201,1.1117,1.3122,4.2904,0.011,0.2334,-0.0544,0.3539,91.5326,0.0,109.409,113.543,35.892,37.252,4.67,26.6934,33.2354,33.2415,26.1689,26.1735
SKQ202012S,GAK2,B,2020-09-02T02:10:35,-149.3263,59.6908,224.0,5,202.98,2,5.888,5.8892,3.266,3.2665,0.012,3.0864,1.2746,1.537,4.306,0.011,1.1926,-0.0484,0.3395,91.8644,0.0,139.798,145.339,45.783,47.6,23.85,25.6084,33.0866,33.0912,26.0545,26.058
SKQ202012S,GAK2,B,2020-09-02T02:14:08,-149.3263,59.6908,224.0,5,151.47,3,5.8735,5.8747,3.2308,3.2312,0.0117,2.6552,1.5467,1.913,4.3296,0.011,3.7612,-0.0544,0.3175,92.3685,0.0,189.512,196.596,61.878,64.195,75.22,22.1117,32.7307,32.7341,25.7751,25.7777
SKQ202012S,GAK2,B,2020-09-02T02:17:00,-149.3263,59.6908,224.0,5,126.7,4,5.9845,5.985,3.2167,3.2171,0.0124,2.3746,1.7447,2.1818,4.4643,0.0109,4.9856,-0.0382,0.195,95.242,0.0,225.378,233.2,73.642,76.202,99.71,19.8364,32.4777,32.4819,25.5618,25.5651
SKQ202012S,GAK2,B,2020-09-02T02:19:55,-149.3263,59.6908,224.0,5,100.61,5,6.3342,6.3361,3.2336,3.2341,0.0141,2.2298,1.796,2.2627,4.4394,0.011,5.0,0.003,0.2174,94.7107,0.0,232.21,241.833,76.419,79.592,100.0,18.6615,32.3446,32.3486,25.4136,25.4165
SKQ202012S,GAK2,B,2020-09-02T02:22:34,-149.3263,59.6908,224.0,5,75.16,6,7.1475,7.1636,3.2823,3.2837,0.0149,2.0353,1.824,2.2979,4.5297,0.0332,2.1254,0.0204,0.1368,96.6383,0.0059,231.796,240.898,77.6,80.677,42.51,17.0844,32.1268,32.1268,25.1365,25.1343
SKQ202012S,GAK2,B,2020-09-02T02:25:16,-149.3263,59.6908,224.0,5,50.34,7,9.1563,9.1602,3.4315,3.4323,0.0199,1.5431,1.9182,2.4177,4.5568,0.5053,3.836,0.1425,0.1129,97.2152,0.258,235.798,244.29,82.433,85.412,76.72,13.0925,31.8838,31.8886,24.6547,24.6579
SKQ202012S,GAK2,B,2020-09-02T02:27:36,-149.3263,59.6908,224.0,5,40.84,8,11.8703,11.8581,3.6491,3.6486,0.0567,0.8375,2.0746,2.6287,4.4627,0.8437,4.4289,1.0234,0.1965,95.2074,0.708,246.389,255.683,91.183,94.602,88.58,7.37,31.6918,31.6977,24.0448,24.0517
SKQ202012S,GAK2,B,2020-09-02T02:30:09,-149.3263,59.6908,224.0,5,30.09,9,12.5779,12.5783,3.6974,3.6978,0.0711,0.5372,2.1255,2.6946,4.4148,1.382,4.7661,1.372,0.2396,94.1859,2.75,249.887,258.71,93.764,97.078,95.32,4.9348,31.561,31.5647,23.8112,23.8141
SKQ202012S,GAK2,B,2020-09-02T02:32:34,-149.3263,59.6908,224.0,5,20.47,10,12.6664,12.6677,3.7037,3.7042,0.0733,0.6016,2.1347,2.7097,4.4078,1.9207,5.0,1.4222,0.246,94.0365,9.79,250.945,260.361,94.327,97.871,100.0,5.4572,31.5507,31.5542,23.7864,23.7889
SKQ202012S,GAK2,B,2020-09-02T02:35:01,-149.3263,59.6908,224.0,5,10.93,11,12.7885,12.7926,3.7038,3.7045,0.1028,0.5098,2.1701,2.7566,4.3034,2.5526,4.8264,2.1321,0.3419,91.808,42.3,254.704,263.993,95.916,99.425,96.53,4.7127,31.4528,31.4563,23.6873,23.6891
SKQ202012S,GAK2,B,2020-09-02T02:35:11,-149.3263,59.6908,224.0,5,10.67,12,12.8184,12.8187,3.6954,3.6961,0.1046,0.4933,2.1698,2.7603,4.3103,2.5784,4.9547,2.174,0.3354,91.9569,45.0,255.142,265.697,96.07,100.049,99.09,4.5787,31.349,31.3553,23.6012,23.606
SKQ202012S,GAK2,B,2020-09-02T02:37:42,-149.3263,59.6908,224.0,5,3.36,13,12.8549,12.8537,3.6866,3.6876,0.1044,0.4727,2.1807,2.7778,4.2676,3.1446,4.9706,2.1703,0.3753,91.045,166.0,256.448,267.124,96.56,100.584,99.41,4.4118,31.2385,31.2489,23.5086,23.5169
SKQ202012S,GAK2,B,2020-09-02T02:37:49,-149.3263,59.6908,224.0,5,3.44,14,12.8517,12.8527,3.6872,3.6878,0.1045,0.4829,2.1796,2.7786,4.2707,3.1478,5.0,2.171,0.3724,91.1109,168.0,256.176,266.882,96.457,100.493,100.0,4.4945,31.2472,31.2513,23.516,23.519
SKQ202012S,GAK2,B,2020-09-02T02:37:56,-149.3263,59.6908,224.0,5,3.44,15,12.852,12.855,3.687,3.6869,0.1049,0.5116,2.1767,2.7786,4.2543,3.1319,5.0,2.183,0.3878,90.761,162.0,255.151,266.873,96.069,100.487,100.0,4.7269,31.2445,31.2412,23.5138,23.5107
SKQ202012S,GAK3,B,2020-09-02T05:11:27,-149.1883,59.5547,211.0,7,209.38,1,5.9608,5.9614,3.2756,3.2761,0.0121,3.121,1.2669,1.53,3.9976,0.0132,0.2504,-0.0454,0.6368,85.2836,0.0004,138.574,144.272,45.47,47.342,5.01,25.8891,33.1197,33.1246,26.0718,26.0757
SKQ202012S,GAK3,B,2020-09-02T05:11:35,-149.1883,59.5547,211.0,7,209.1,2,5.964,5.9659,3.2755,3.2759,0.012,3.128,1.269,1.5337,4.0212,0.0128,0.2612,-0.0478,0.6132,85.7861,0.0004,139.149,144.985,45.661,47.579,5.22,25.9461,33.1159,33.1192,26.0685,26.0708
SKQ202012S,GAK3,B,2020-09-02T05:14:14,-149.1883,59.5547,211.0,7,202.33,3,5.9965,5.9977,3.2736,3.274,0.0114,3.0064,1.3682,1.6702,4.3246,0.011,0.5964,-0.0621,0.3222,92.2605,0.0,157.29,163.442,51.633,53.656,11.93,24.9597,33.0659,33.0699,26.0249,26.028
