Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,GAK8,B,2018-05-02T20:38:06,-148.49,58.8068,277,79,30.15,10,5.7512,5.7492,3.169,3.1687,0.0875,5,2.6703,2.6771,4.4563,1.444,4.9381,1.0823,1.7631,0.2133,94.8073,6.73,324.186,317.241,105.144,102.886,98.76,122.856,32.2121,32.2116,25.38,25.3799
SKQ201810S,GAK8,B,2018-05-02T20:39:54,-148.49,58.8068,277,79,20.2,11,5.781,5.777,3.171,3.1707,0.0895,5,2.6781,2.6882,4.456,1.7529,5.0,1.0872,1.811,0.2136,94.8015,14.1,324.499,317.907,105.319,103.169,100.0,122.8573,32.2119,32.2115,25.3763,25.3764
SKQ201810S,GAK8,B,2018-05-02T20:41:19,-148.49,58.8068,277,79,9.85,12,5.8195,5.8194,3.1739,3.1738,0.0617,5,2.6813,2.6957,4.4545,2.31,5.0,1.0795,1.1447,0.2149,94.7696,51.7,324.133,318.668,105.295,103.519,100.0,122.8582,32.2119,32.2112,25.3718,25.3712
SKQ201810S,GAK8,B,2018-05-02T20:43:03,-148.49,58.8068,277,79,2.68,13,5.8477,5.8444,3.1759,3.1756,0.0393,5,2.682,2.6989,4.4275,3.1703,5.0,1.0802,0.6065,0.2393,94.1932,407.0,323.754,318.699,105.241,103.59,100.0,122.8594,32.2118,32.2112,25.3683,25.3682
SKQ201810S,GAK8,B,2018-05-02T20:43:12,-148.49,58.8068,277,79,2.4,14,5.8487,5.8471,3.176,3.1757,0.0387,5,2.6834,2.6945,4.4346,3.328,5.0,1.0797,0.5927,0.2329,94.3444,542.0,323.58,317.527,105.187,103.214,100.0,122.8596,32.2118,32.2103,25.3681,25.3672
SKQ201810S,GAK7,B,2018-05-02T22:27:45,-148.6312,58.9723,241,80,239.37,1,5.9736,5.9722,3.3222,3.322,0.0168,5,1.3308,1.3268,4.3205,0.127,0.9361,1.0827,0.0665,0.3372,91.9162,0.0,125.069,122.988,41.202,40.514,18.72,122.9319,33.6162,33.6147,26.4625,26.4615
SKQ201810S,GAK7,B,2018-05-02T22:30:09,-148.6312,58.9723,241,80,201.88,2,6.1191,6.1197,3.3154,3.315,0.0135,5,1.5199,1.5196,4.5264,0.127,2.1101,1.0806,-0.0125,0.1508,96.2995,0.0,152.482,150.189,50.328,49.57,42.2,122.9336,33.4143,33.4097,26.2848,26.2811
SKQ201810S,GAK7,B,2018-05-02T22:32:21,-148.6312,58.9723,241,80,151.27,3,5.8745,5.8733,3.2433,3.2432,0.0153,5,1.998,2.0019,4.5562,0.1282,4.6202,1.0818,0.03,0.1246,96.9316,0.0,225.024,221.252,73.551,72.316,92.4,122.9351,32.8704,32.8698,25.8854,25.8851
SKQ201810S,GAK7,B,2018-05-02T22:34:03,-148.6312,58.9723,241,80,126.0,4,5.656,5.6538,3.2076,3.2073,0.0174,5,2.1296,2.1364,4.5115,0.1331,5.0,1.1483,0.0827,0.164,95.9824,0.0,245.865,241.569,79.848,78.448,100.0,122.9363,32.6929,32.6915,25.7713,25.7705
SKQ201810S,GAK7,B,2018-05-02T22:35:48,-148.6312,58.9723,241,80,101.39,5,5.6096,5.6083,3.1939,3.1938,0.0227,5,2.2696,2.2729,4.5557,0.1612,2.2684,1.0794,0.2088,0.125,96.9221,0.011,266.908,260.968,86.525,84.596,45.37,122.9375,32.5952,32.5944,25.6995,25.6991
SKQ201810S,GAK7,B,2018-05-02T22:37:30,-148.6312,58.9723,241,80,76.26,6,5.5416,5.5403,3.1709,3.1707,0.0289,5,2.3943,2.3995,4.5585,0.3085,2.9762,1.1235,0.3571,0.1226,96.982,0.16,285.487,279.601,92.275,90.369,59.52,122.9387,32.4127,32.4118,25.5632,25.5626
SKQ201810S,GAK7,B,2018-05-02T22:39:16,-148.6312,58.9723,241,80,50.22,7,5.742,5.74,3.1803,3.18,0.0415,5,2.5252,2.5302,4.5472,0.8144,4.273,1.079,0.6603,0.1325,96.7418,1.3,302.826,296.255,98.287,96.149,85.46,122.9399,32.3384,32.3379,25.4809,25.4807
SKQ201810S,GAK7,B,2018-05-02T22:40:36,-148.6312,58.9723,241,80,40.41,8,5.8398,5.8377,3.1856,3.1854,0.0564,5,2.5959,2.6036,4.5191,1.1007,4.8958,1.1469,1.0186,0.1573,96.1436,2.86,312.426,306.042,101.614,99.532,97.92,122.9409,32.3097,32.3098,25.4466,25.4469
SKQ201810S,GAK7,B,2018-05-02T22:41:56,-148.6312,58.9723,241,80,30.33,9,5.8695,5.8681,3.1822,3.182,0.1106,5,2.6956,2.7119,4.4505,1.4569,5.0,1.1504,2.3181,0.2185,94.6843,6.95,326.522,321.003,106.224,104.424,100.0,122.9418,32.2483,32.2475,25.3945,25.3941
SKQ201810S,GAK7,B,2018-05-02T22:43:23,-148.6312,58.9723,241,80,21.01,10,5.8611,5.8597,3.1806,3.1804,0.0899,5,2.6973,2.7182,4.4626,1.8375,4.7951,1.0915,1.8223,0.2077,94.9409,17.2,326.38,321.508,106.152,104.564,95.9,122.9428,32.2427,32.2419,25.3911,25.3907
SKQ201810S,GAK7,B,2018-05-02T22:44:36,-148.6312,58.9723,241,80,10.64,11,5.8698,5.8682,3.1806,3.1804,0.0861,5,2.7097,2.7276,4.4607,2.427,5.0,1.1497,1.7297,0.2093,94.9022,67.8,327.678,322.449,106.594,104.888,100.0,122.9436,32.2396,32.2387,25.3876,25.3871
SKQ201810S,GAK7,B,2018-05-02T22:46:44,-148.6312,58.9723,241,80,2.69,12,5.9502,5.9488,3.1872,3.1871,0.0515,5,2.7182,2.7321,4.4485,3.4003,5.0,1.0792,0.9008,0.2203,94.6419,694.0,327.871,322.031,106.858,104.951,100.0,122.9451,32.241,32.2403,25.379,25.3786
SKQ201810S,GAK6,B,2018-05-03T16:04:16,-148.7693,59.1168,151,81,148.48,1,5.8948,5.893,3.2635,3.2633,0.0185,5,1.8025,1.8067,4.3485,0.127,0.9003,1.1504,0.1078,0.3113,92.5133,0.0,194.942,191.874,63.848,62.84,18.01,123.6655,33.0785,33.0777,26.0473,26.0469
SKQ201810S,GAK6,B,2018-05-03T16:05:43,-148.7693,59.1168,151,81,126.66,2,5.6369,5.6347,3.2009,3.2006,0.018,5,2.249,2.2619,4.5882,0.1274,1.3178,1.0814,0.0952,0.0966,97.6146,0.0,264.263,260.917,85.748,84.657,26.36,123.6666,32.6345,32.6332,25.7274,25.7267
SKQ201810S,GAK6,B,2018-05-03T16:07:34,-148.7693,59.1168,151,81,101.62,3,5.6351,5.6335,3.1859,3.1858,0.0225,5,2.4059,2.4245,4.5883,0.1294,2.557,1.0828,0.2041,0.0965,97.6167,0.0,287.132,283.251,93.057,91.796,51.14,123.6678,32.4798,32.4795,25.6053,25.6052
SKQ201810S,GAK6,B,2018-05-03T16:09:28,-148.7693,59.1168,151,81,75.53,4,5.7341,5.7325,3.1876,3.1874,0.0305,5,2.4933,2.5135,4.5794,0.1416,3.8546,1.0789,0.3972,0.1043,97.4269,0.0,299.087,294.727,97.111,95.692,77.09,123.6692,32.4158,32.4153,25.543,25.5428
SKQ201810S,GAK6,B,2018-05-03T16:11:04,-148.7693,59.1168,151,81,50.87,5,5.9028,5.9007,3.1947,3.1946,0.0484,5,2.6005,2.6226,4.5496,0.253,4.9396,1.0789,0.8242,0.1304,96.7932,0.0981,313.245,308.462,102.059,100.495,98.79,123.6703,32.3467,32.3468,25.4683,25.4686
SKQ201810S,GAK6,B,2018-05-03T16:12:24,-148.7693,59.1168,151,81,40.3,6,5.9668,5.9659,3.1931,3.1927,0.0747,5,2.6758,2.7044,4.5073,0.3754,4.9665,1.1514,1.4575,0.1678,95.8923,0.247,322.6,319.558,105.206,104.209,99.33,123.6712,32.2729,32.2689,25.4022,25.3992
SKQ201810S,GAK6,B,2018-05-03T16:13:31,-148.7693,59.1168,151,81,30.2,7,5.9102,5.9086,3.1767,3.1765,0.0917,5,2.7079,2.7326,4.4699,0.7101,5.0,1.0806,1.8642,0.2011,95.0974,0.95,328.299,323.976,106.824,105.413,100.0,123.672,32.1474,32.1472,25.3099,25.31
SKQ201810S,GAK6,B,2018-05-03T16:14:48,-148.7693,59.1168,151,81,20.36,8,5.9186,5.9167,3.1758,3.1756,0.0829,5,2.7096,2.733,4.4239,1.0973,1.9936,1.0797,1.6543,0.2426,94.1185,2.83,328.408,323.88,106.869,105.391,39.87,123.6729,32.1339,32.1336,25.2983,25.2982
SKQ201810S,GAK6,B,2018-05-03T16:16:06,-148.7693,59.1168,151,81,10.12,9,5.9201,5.9181,3.1754,3.1753,0.0853,5,2.7122,2.7354,4.4624,1.7782,2.4041,1.0822,1.7099,0.2078,94.9377,15.0,328.11,323.535,106.776,105.282,48.08,123.6738,32.1337,32.1337,25.2979,25.2981
SKQ201810S,GAK6,B,2018-05-03T16:17:23,-148.7693,59.1168,151,81,4.17,10,5.9171,5.9156,3.1748,3.1747,0.0931,5,2.7106,2.7336,4.4527,2.284,2.0189,1.0793,1.8983,0.2166,94.7304,48.9,327.61,322.82,106.605,105.043,40.38,123.6747,32.1325,32.1326,25.2974,25.2976
SKQ201810S,GAK6,B,2018-05-03T16:17:31,-148.7693,59.1168,151,81,3.72,11,5.9176,5.9161,3.1749,3.1748,0.0859,5,2.7155,2.734,4.4558,2.3352,2.2258,1.0798,1.7273,0.2137,94.7972,54.9,328.508,323.011,106.899,105.106,44.52,123.6747,32.1333,32.1329,25.2979,25.2978
SKQ201810S,GAK5,B,2018-05-03T17:59:14,-148.9087,59.2618,167,82,24.4,1,5.767,5.7644,3.1704,3.1701,0.0716,5,2.6613,2.6812,4.5031,1.4067,2.9424,1.0873,1.3821,0.1715,95.8026,6.15,322.615,317.574,104.676,103.033,58.85,123.747,32.2157,32.2148,25.3809,25.3805
SKQ201810S,GAK5,B,2018-05-03T18:00:14,-148.9087,59.2618,167,82,18.01,2,5.814,5.8138,3.1729,3.1728,0.0804,5,2.6807,2.7001,4.5163,1.749,2.5003,1.1498,1.5945,0.1598,96.0842,14.0,324.489,319.349,105.39,103.719,50.01,123.7477,32.2029,32.2012,25.3653,25.364
SKQ201810S,GAK5,B,2018-05-03T18:01:36,-148.9087,59.2618,167,82,10.27,3,5.8399,5.8204,3.1741,3.1728,0.0872,5,2.6924,2.7081,4.5092,2.0152,2.6873,1.0803,1.7565,0.1661,95.9336,26.1,325.982,320.145,105.932,103.992,53.74,123.7487,32.1947,32.1992,25.3557,25.3616
SKQ201810S,GAK5,B,2018-05-03T18:02:45,-148.9087,59.2618,167,82,5.87,4,5.8911,5.8978,3.1767,3.1769,0.07,5,2.7051,2.7212,4.5235,2.3059,2.6868,1.0817,1.3433,0.1534,96.2375,51.2,327.037,321.152,106.39,104.488,53.74,123.7495,32.1778,32.1729,25.3362,25.3316
SKQ201810S,GAK5,B,2018-05-03T18:04:12,-148.9087,59.2618,167,82,4.89,5,5.9829,5.9815,3.1812,3.1812,0.0603,5,2.7021,2.7205,4.5388,2.4186,4.7333,1.0799,1.1107,0.14,96.562,67.3,325.94,320.481,106.232,104.449,94.67,123.7505,32.141,32.1419,25.2961,25.297
SKQ201810S,GAK5,B,2018-05-03T19:06:53,-148.9082,59.2627,166,83,163.44,1,5.8808,5.8794,3.2564,3.2562,0.0168,5,1.8613,1.8744,4.3772,0.1264,0.2789,1.0793,0.0671,0.285,93.1242,0.0,204.568,202.827,66.942,66.37,5.58,123.7928,33.0056,33.0048,25.9914,25.991
SKQ201810S,GAK5,B,2018-05-03T19:08:07,-148.9082,59.2627,166,83,151.56,2,5.8689,5.8675,3.252,3.2518,0.0159,5,1.8937,1.9079,4.4403,0.1268,0.8624,1.0824,0.045,0.2278,94.4658,0.0,209.361,207.308,68.475,67.801,17.25,123.7936,32.9729,32.9722,25.967,25.9667
SKQ201810S,GAK5,B,2018-05-03T19:09:58,-148.9082,59.2627,166,83,126.34,3,5.6108,5.6094,3.2052,3.205,0.0141,5,2.1304,2.1489,4.5781,0.128,2.1039,1.08,0.0031,0.1053,97.4004,0.0,246.252,243.509,79.898,79.006,42.08,123.7949,32.7087,32.7081,25.7892,25.7888
SKQ201810S,GAK5,B,2018-05-03T19:12:32,-148.9082,59.2627,166,83,101.15,4,5.4699,5.4686,3.1768,3.1767,0.015,5,2.3006,2.3241,4.6074,0.1315,3.3742,1.0811,0.0234,0.0799,98.0224,0.0,272.355,269.905,87.963,87.169,67.48,123.7967,32.537,32.5368,25.6699,25.6698
SKQ201810S,GAK5,B,2018-05-03T19:14:05,-148.9082,59.2627,166,83,76.49,5,5.4908,5.4892,3.1658,3.1656,0.0215,5,2.4319,2.4538,4.6079,0.1522,4.599,1.0801,0.1789,0.0794,98.0346,0.0035,291.587,287.944,94.127,92.947,91.98,123.7978,32.4037,32.403,25.562,25.5616
SKQ201810S,GAK5,B,2018-05-03T19:16:41,-148.9082,59.2627,166,83,50.56,6,5.6146,5.6102,3.1629,3.1626,0.0473,5,2.5702,2.5952,4.5221,0.2853,5.0,1.1491,0.7985,0.1546,96.2078,0.133,310.832,307.059,100.529,99.298,100.0,123.7996,32.2644,32.265,25.4374,25.4383
SKQ201810S,GAK5,B,2018-05-03T19:16:58,-148.9082,59.2627,166,83,51.37,7,5.6137,5.6144,3.1628,3.1628,0.049,5,2.577,2.5978,4.5086,0.272,5.0,1.1364,0.8392,0.1666,95.9203,0.119,312.112,307.35,100.94,99.401,100.0,123.7998,32.264,32.263,25.4372,25.4363
SKQ201810S,GAK5,B,2018-05-03T19:18:26,-148.9082,59.2627,166,83,40.5,8,5.7238,5.7221,3.1698,3.1696,0.0771,5,2.6327,2.6566,4.492,0.5617,5.0,1.0822,1.5144,0.1814,95.5661,0.571,318.414,314.526,103.228,101.964,100.0,123.8008,32.2423,32.2424,25.4071,25.4074
SKQ201810S,GAK5,B,2018-05-03T19:18:41,-148.9082,59.2627,166,83,40.22,9,5.7275,5.726,3.17,3.1698,0.0774,5,2.635,2.6579,4.486,0.5989,4.8707,1.1463,1.5227,0.1867,95.4399,0.654,319.333,314.965,103.535,102.114,97.41,123.801,32.2416,32.241,25.4061,25.4058
SKQ201810S,GAK5,B,2018-05-03T19:19:58,-148.9082,59.2627,166,83,30.34,10,5.7951,5.7926,3.172,3.1717,0.0994,5,2.6841,2.7137,4.4452,0.9333,3.6911,1.0793,2.049,0.2233,94.5703,1.83,325.198,321.911,105.574,104.5,73.82,123.8019,32.2038,32.2034,25.3683,25.3682
SKQ201810S,GAK5,B,2018-05-03T19:20:10,-148.9082,59.2627,166,83,30.43,11,5.7951,5.7942,3.1721,3.1718,0.1118,5,2.6865,2.7122,4.4488,0.9713,3.4948,1.0861,2.3462,0.2201,94.6477,2.03,326.031,321.66,105.846,104.423,69.9,123.802,32.2058,32.2033,25.3698,25.3679
SKQ201810S,GAK5,B,2018-05-03T19:21:34,-148.9082,59.2627,166,83,19.45,12,5.8811,5.8808,3.1736,3.1733,0.1051,5,2.7278,2.755,4.4459,1.5218,2.7277,1.081,2.1871,0.2227,94.5851,8.12,331.106,326.836,107.662,106.271,54.55,123.803,32.1452,32.1428,25.3116,25.3098
SKQ201810S,GAK5,B,2018-05-03T19:21:47,-148.9082,59.2627,166,83,20.29,13,5.8784,5.8771,3.1736,3.1735,0.1009,5,2.7266,2.7546,4.4608,1.4326,3.4863,1.1506,2.0861,0.2092,94.9038,6.55,330.734,326.728,107.536,106.23,69.73,123.8031,32.148,32.1476,25.3142,25.314
SKQ201810S,GAK5,B,2018-05-03T19:23:17,-148.9082,59.2627,166,83,11.33,14,5.879,5.8773,3.1716,3.1714,0.1101,5,2.7322,2.7592,4.4361,1.8631,4.2741,1.1501,2.3056,0.2315,94.3783,18.3,331.491,327.353,107.769,106.419,85.48,123.8042,32.1292,32.1286,25.2993,25.299
SKQ201810S,GAK5,B,2018-05-03T19:23:27,-148.9082,59.2627,166,83,11.39,15,5.8791,5.8775,3.1716,3.1713,0.12,5,2.7326,2.7591,4.434,1.9015,3.8759,1.0825,2.5448,0.2335,94.3316,20.0,331.529,327.039,107.781,106.317,77.52,123.8043,32.1287,32.1277,25.2989,25.2983
SKQ201810S,GAK5,B,2018-05-03T19:23:37,-148.9082,59.2627,166,83,11.08,16,5.881,5.8789,3.1718,3.1716,0.1175,5,2.734,2.7595,4.4318,1.9269,4.0065,1.0827,2.4844,0.2354,94.2855,21.3,331.687,327.546,107.839,106.486,80.13,123.8044,32.1301,32.129,25.2997,25.2991
SKQ201810S,GAK5,B,2018-05-03T19:24:04,-148.9082,59.2627,166,83,10.65,17,5.8818,5.8801,3.172,3.1718,0.12,5,2.7339,2.7603,4.4322,1.9925,2.6441,1.0827,2.5454,0.235,94.2945,24.7,331.64,327.347,107.827,106.426,52.88,123.8047,32.1316,32.1304,25.3008,25.3001
SKQ201810S,GAK5,B,2018-05-03T19:25:14,-148.9082,59.2627,166,83,4.76,18,5.8827,5.8814,3.1719,3.1718,0.1113,5,2.7242,2.7581,4.4315,2.4806,2.8906,1.081,2.3349,0.2357,94.2797,78.4,330.382,326.732,107.42,106.23,57.81,123.8055,32.1324,32.1318,25.3014,25.3011
SKQ201810S,GAK5,B,2018-05-03T19:25:28,-148.9082,59.2627,166,83,4.72,19,5.8803,5.8788,3.1715,3.1713,0.1059,5,2.7211,2.7571,4.4265,2.569,4.4957,1.1189,2.2069,0.2402,94.172,95.3,330.087,326.639,107.317,106.192,89.91,123.8057,32.1303,32.1296,25.3,25.2996
SKQ201810S,GAK4,B,2018-05-04T00:36:01,-149.0492,59.4097,201,84,198.18,1,5.8805,5.8791,3.2742,3.2741,0.0141,5,1.6682,1.6774,4.2051,0.127,1.6053,1.1493,0.0024,0.4454,89.4621,0.0,175.795,174.413,57.604,57.15,32.11,124.0205,33.1887,33.1882,26.1362,26.136
SKQ201810S,GAK4,B,2018-05-04T00:38:19,-149.0492,59.4097,201,84,152.05,2,5.5564,5.5545,3.2042,3.204,0.0124,5,2.0851,2.1012,4.5831,0.1372,2.5392,1.0815,-0.0376,0.1011,97.5049,0.0,240.623,237.913,77.989,77.108,50.78,124.0221,32.7383,32.7379,25.8189,25.8189
SKQ201810S,GAK4,B,2018-05-04T00:40:08,-149.0492,59.4097,201,84,125.08,3,5.4449,5.4433,3.1783,3.1781,0.0132,5,2.2358,2.2573,4.5774,0.1755,3.892,1.0799,-0.0185,0.1061,97.3834,0.0235,263.975,261.51,85.225,84.425,77.84,124.0233,32.5663,32.565,25.6959,25.695
SKQ201810S,GAK4,B,2018-05-04T00:42:02,-149.0492,59.4097,201,84,101.22,4,5.365,5.3544,3.1535,3.1535,0.0141,5,2.373,2.3941,4.5965,0.3249,5.0,1.0822,0.0024,0.0894,97.7907,0.18,284.645,281.538,91.594,90.578,100.0,124.0246,32.3736,32.3838,25.5526,25.5619
SKQ201810S,GAK4,B,2018-05-04T00:44:19,-149.0492,59.4097,201,84,75.17,5,5.3393,5.3376,3.1377,3.1374,0.0138,5,2.4605,2.4841,4.5916,0.8831,5.0,1.079,-0.0041,0.0936,97.6872,1.59,297.7,294.191,95.635,94.503,100.0,124.0262,32.2308,32.2301,25.4425,25.4421
SKQ201810S,GAK4,B,2018-05-04T00:46:25,-149.0492,59.4097,201,84,49.97,6,5.3405,5.3396,3.1307,3.1307,0.015,5,2.5076,2.5314,4.5806,1.658,3.4626,1.0866,0.0222,0.1032,97.4529,11.2,303.74,300.111,97.528,96.361,69.25,124.0277,32.1632,32.1635,25.3889,25.3892
SKQ201810S,GAK4,B,2018-05-04T00:47:57,-149.0492,59.4097,201,84,40.01,7,5.4134,5.4136,3.1364,3.1364,0.015,5,2.5428,2.566,4.5919,1.9337,4.4346,1.0831,0.0234,0.0933,97.6936,21.5,308.328,304.614,99.172,97.978,88.69,124.0287,32.1622,32.162,25.3798,25.3796
SKQ201810S,GAK4,B,2018-05-04T00:49:37,-149.0492,59.4097,201,84,29.98,8,5.4946,5.4932,3.1405,3.1404,0.0212,5,2.5914,2.6135,4.5863,2.2991,4.7605,1.1509,0.173,0.0982,97.5748,50.4,314.471,310.311,101.322,99.978,95.21,124.0299,32.1365,32.1364,25.3502,25.3502
SKQ201810S,GAK4,B,2018-05-04T00:51:16,-149.0492,59.4097,201,84,19.94,9,5.5607,5.5544,3.1449,3.1443,0.0251,5,2.6304,2.652,4.5701,2.6914,5.0,1.1199,0.2662,0.1124,97.2291,125.0,319.297,314.92,103.031,101.603,100.0,124.0311,32.1283,32.1275,25.336,25.3362
SKQ201810S,GAK4,B,2018-05-04T00:52:45,-149.0492,59.4097,201,84,10.37,10,5.8135,5.8124,3.1622,3.162,0.0267,5,2.6667,2.6965,4.5438,3.0829,4.8421,1.0806,0.3039,0.1355,96.6696,311.0,322.203,318.796,104.556,103.447,96.84,124.0321,32.0863,32.0857,25.2732,25.2729
SKQ201810S,GAK4,B,2018-05-04T00:54:07,-149.0492,59.4097,201,84,4.84,11,5.8852,5.8838,3.1677,3.1676,0.019,5,2.6691,2.6993,4.5529,3.4266,5.0,1.151,0.1215,0.1275,96.8632,685.0,321.884,318.478,104.625,103.514,100.0,124.033,32.0827,32.0824,25.2618,25.2617
SKQ201810S,GAK3,B,2018-05-04T02:33:01,-149.1882,59.5542,213,85,210.44,1,5.9095,5.9078,3.2827,3.2825,0.013,5,1.6083,1.614,4.2772,0.127,0.942,1.082,-0.0227,0.3775,90.9956,0.0,167.067,165.045,54.806,54.141,18.84,124.1024,33.2497,33.2493,26.1808,26.1807
SKQ201810S,GAK3,B,2018-05-04T02:34:34,-149.1882,59.5542,213,85,202.78,2,5.9087,5.9071,3.2823,3.2822,0.0127,5,1.6099,1.6167,4.2846,0.127,0.6405,1.0806,-0.031,0.3705,91.1531,0.0,167.248,165.399,54.865,54.256,12.81,124.1035,33.2501,33.2496,26.1812,26.1811
SKQ201810S,GAK3,B,2018-05-04T02:37:12,-149.1882,59.5542,213,85,152.02,3,5.6613,5.6583,3.2257,3.2253,0.0126,5,1.9599,1.9752,4.5601,0.1343,3.153,1.1249,-0.034,0.1211,97.0165,0.0,220.77,218.465,71.807,71.051,63.06,124.1053,32.8793,32.8776,25.9181,25.917
SKQ201810S,GAK3,B,2018-05-04T02:39:09,-149.1882,59.5542,213,85,127.19,4,5.4788,5.4776,3.1864,3.1864,0.0133,5,2.182,2.2031,4.5739,0.153,4.3926,1.0796,-0.0167,0.109,97.3103,0.0042,255.2,252.791,82.494,81.713,87.85,124.1066,32.6243,32.6247,25.7379,25.7383
SKQ201810S,GAK3,B,2018-05-04T02:41:05,-149.1882,59.5542,213,85,100.97,5,5.3167,5.3146,3.1529,3.1525,0.0124,5,2.3373,2.3601,4.5776,0.2397,4.9986,1.0795,-0.0376,0.1059,97.3877,0.0843,279.383,276.397,89.824,88.859,99.97,124.108,32.4131,32.4113,25.5894,25.5882
SKQ201810S,GAK3,B,2018-05-04T02:43:20,-149.1882,59.5542,213,85,75.1,6,5.3514,5.3462,3.1424,3.1419,0.0139,5,2.4699,2.4902,4.5801,0.6402,3.7672,1.1319,-0.0029,0.1037,97.4407,0.755,298.621,294.655,95.989,94.701,75.34,124.1096,32.2734,32.2726,25.4749,25.4748
SKQ201810S,GAK3,B,2018-05-04T02:45:17,-149.1882,59.5542,213,85,49.82,7,5.431,5.427,3.1452,3.1447,0.0151,5,2.5198,2.5427,4.5909,1.2924,5.0,1.0786,0.0264,0.0943,97.6708,4.64,304.931,301.182,98.177,96.96,100.0,124.1109,32.2402,32.2394,25.4395,25.4393
SKQ201810S,GAK3,B,2018-05-04T02:47:03,-149.1882,59.5542,213,85,40.8,8,5.6057,5.6036,3.1583,3.1582,0.0175,5,2.6142,2.6397,4.5883,1.5668,5.0,1.147,0.0833,0.0965,97.6157,9.05,317.112,313.462,102.509,101.324,100.0,124.1121,32.2265,32.2263,25.4084,25.4086
SKQ201810S,GAK3,B,2018-05-04T02:48:31,-149.1882,59.5542,213,85,29.8,9,5.7553,5.7543,3.1619,3.1617,0.0262,5,2.6709,2.7028,4.5759,1.8696,5.0,1.0802,0.2938,0.1073,97.3532,18.5,324.355,320.969,105.144,104.043,100.0,124.1132,32.1286,32.1277,25.3135,25.313
SKQ201810S,GAK3,B,2018-05-04T02:49:56,-149.1882,59.5542,213,85,20.44,10,5.8002,5.7985,3.1637,3.1635,0.0305,5,2.6666,2.6977,4.5663,2.2688,5.0,1.1462,0.396,0.1157,97.1474,47.0,322.783,319.495,104.73,103.659,100.0,124.1141,32.1109,32.1106,25.2942,25.2942
SKQ201810S,GAK3,B,2018-05-04T02:51:18,-149.1882,59.5542,213,85,10.67,11,5.8059,5.8048,3.1616,3.1615,0.0262,5,2.6629,2.6933,4.5639,2.6157,5.0,1.0786,0.2938,0.1178,97.0971,105.0,321.782,318.551,104.401,103.35,100.0,124.1151,32.0872,32.0868,25.2748,25.2746
SKQ201810S,GAK3,B,2018-05-04T02:52:12,-149.1882,59.5542,213,85,4.54,12,5.8154,5.8142,3.1623,3.1622,0.0204,5,2.6634,2.6924,4.5615,3.1033,5.0,1.096,0.1538,0.1199,97.0467,323.0,321.367,317.996,104.291,103.193,100.0,124.1157,32.0886,32.0882,25.2748,25.2747
SKQ201810S,GAK3,B,2018-05-04T02:52:17,-149.1882,59.5542,213,85,4.56,13,5.8155,5.8136,3.1623,3.1621,0.02,5,2.6648,2.6932,4.569,3.1212,5.0,1.0791,0.1437,0.1133,97.2063,337.0,321.848,318.153,104.447,103.243,100.0,124.1158,32.0883,32.0881,25.2746,25.2746
SKQ201810S,GAK2,B,2018-05-04T04:39:48,-149.3282,59.6922,227,86,223.4,1,5.8912,5.8902,3.2806,3.2806,0.0145,5,1.589,1.598,4.4968,0.1267,0.2671,1.0822,0.0114,0.1771,95.6685,0.0,164.041,162.996,53.786,53.442,5.34,124.1909,33.2379,33.2384,26.1737,26.1743
SKQ201810S,GAK2,B,2018-05-04T04:41:41,-149.3282,59.6922,227,86,202.57,2,5.8456,5.844,3.2694,3.2692,0.0136,5,1.6553,1.6645,4.5377,0.127,1.2951,1.0809,-0.0095,0.1409,96.5392,0.0,174.303,172.603,57.06,56.501,25.9,124.1922,33.1666,33.1663,26.123,26.1229
SKQ201810S,GAK2,B,2018-05-04T04:44:01,-149.3282,59.6922,227,86,152.42,3,5.4778,5.4761,3.185,3.1848,0.0131,5,2.1893,2.2099,4.5771,0.127,3.7915,1.1484,-0.0203,0.1063,97.377,0.0,257.391,254.642,83.182,82.29,75.83,124.1938,32.5964,32.5961,25.7159,25.7159
SKQ201810S,GAK2,B,2018-05-04T04:45:31,-149.3282,59.6922,227,86,126.58,4,5.4092,5.4068,3.1623,3.162,0.014,5,2.3202,2.3435,4.547,0.1271,5.0,1.0787,0.0007,0.1327,96.7375,0.0,277.294,274.528,89.351,88.454,100.0,124.1949,32.4185,32.4172,25.5831,25.5823
SKQ201810S,GAK2,B,2018-05-04T04:47:12,-149.3282,59.6922,227,86,100.02,5,5.351,5.3486,3.1493,3.149,0.0139,5,2.3764,2.3985,4.529,0.1319,5.0,1.0804,-0.0017,0.1485,96.3557,0.0,285.282,282.056,91.745,90.702,100.0,124.196,32.3397,32.3391,25.5274,25.5272
