Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,KOD6,B,2018-04-20T15:56:41,-150.5482,57.6705,101,9,75.38,2,5.3706,5.3686,3.1694,3.1695,0.0765,5,2.4372,2.4249,4.4133,0.1306,1.3675,0.0396,1.4988,0.2521,93.8915,0.0,292.851,284.202,94.378,91.589,27.35,110.6608,32.5615,32.5644,25.7006,25.7032
SKQ201810S,KOD6,B,2018-04-20T15:58:45,-150.5482,57.6705,101,9,50.91,3,5.3951,5.3955,3.1633,3.1634,0.1048,5,2.5402,2.5405,4.416,0.1829,2.5929,0.04,2.1788,0.2496,93.9504,0.03,307.518,300.373,99.103,96.802,51.86,110.6622,32.4805,32.4813,25.6338,25.6344
SKQ201810S,KOD6,B,2018-04-20T16:00:36,-150.5482,57.6705,101,9,40.43,4,5.4182,5.4161,3.1588,3.1589,0.115,5,2.5935,2.5981,4.4009,0.3221,3.1098,0.0405,2.4233,0.2633,93.6285,0.177,315.009,308.159,101.521,99.311,62.19,110.6635,32.4125,32.4158,25.5773,25.5801
SKQ201810S,KOD6,B,2018-04-20T16:02:09,-150.5482,57.6705,101,9,30.74,5,5.3938,5.3932,3.1505,3.1508,0.151,5,2.6499,2.6536,4.3314,0.609,3.5794,0.0406,3.2881,0.3271,92.1479,0.678,323.297,316.141,104.081,101.779,71.59,110.6646,32.3464,32.3505,25.5278,25.5311
SKQ201810S,KOD6,B,2018-04-20T16:03:43,-150.5482,57.6705,101,9,20.14,6,5.3527,5.3511,3.144,3.1442,0.1523,5,2.6619,2.6678,4.312,1.1803,4.0953,0.0407,3.3186,0.345,91.7364,3.5,324.99,318.2,104.502,102.317,81.91,110.6656,32.3177,32.3206,25.5098,25.5123
SKQ201810S,KOD6,B,2018-04-20T16:05:30,-150.5482,57.6705,101,9,10.92,7,5.2693,5.2713,3.1292,3.1298,0.1357,5,2.6971,2.702,4.3364,1.7903,4.5559,0.0404,2.9203,0.3225,92.2545,15.4,330.863,323.649,106.114,103.81,91.12,110.6669,32.2333,32.239,25.4524,25.4567
SKQ201810S,KOD6,B,2018-04-20T16:06:59,-150.5482,57.6705,101,9,4.57,8,5.2397,5.2376,3.1252,3.1253,0.1111,5,2.6873,2.6878,4.3612,2.3144,4.8669,0.0406,2.3307,0.2997,92.7821,52.4,329.467,322.2,105.582,103.25,97.34,110.6679,32.2195,32.2224,25.4448,25.4473
SKQ201810S,KOD7,B,2018-04-20T18:05:04,-150.3388,57.556,180,10,177.59,1,5.8641,5.8624,3.2891,3.2892,0.0165,5,1.5532,1.5465,4.4492,0.127,0.3438,1.1456,0.0588,0.2197,94.6556,0.0,158.129,154.564,51.87,50.7,6.88,110.7532,33.3823,33.3848,26.2912,26.2933
SKQ201810S,KOD7,B,2018-04-20T18:07:08,-150.3388,57.556,180,10,151.6,2,5.9858,5.9852,3.2913,3.2914,0.0159,5,1.6419,1.6423,4.5193,0.127,1.6603,1.1543,0.0444,0.1572,96.1473,0.0,170.61,167.559,56.089,55.086,33.21,110.7547,33.3003,33.3024,26.2114,26.2131
SKQ201810S,KOD7,B,2018-04-20T18:08:51,-150.3388,57.556,180,10,125.28,3,5.9724,5.9712,3.2848,3.2849,0.0151,5,1.6851,1.6858,4.5086,0.127,3.006,1.0822,0.0252,0.1666,95.9209,0.0,176.679,173.814,58.046,57.104,60.12,110.7559,33.2536,33.2552,26.1762,26.1775
SKQ201810S,KOD7,B,2018-04-20T18:10:54,-150.3388,57.556,180,10,101.16,4,5.7619,5.7555,3.2134,3.2127,0.0247,5,2.1825,2.19,4.528,0.127,4.2267,1.0945,0.2573,0.1495,96.3324,0.0,252.639,248.247,82.237,80.794,84.54,110.7573,32.6674,32.6654,25.7386,25.7378
SKQ201810S,KOD7,B,2018-04-20T18:12:03,-150.3388,57.556,180,10,75.65,5,5.4744,5.4882,3.1704,3.1724,0.1119,5,2.4876,2.4769,4.3823,0.1294,5.0,1.0787,2.3486,0.2803,93.2334,0.0,302.44,292.68,97.643,94.529,100.0,110.7581,32.4723,32.4815,25.6181,25.6238
SKQ201810S,KOD7,B,2018-04-20T18:13:00,-150.3388,57.556,180,10,75.95,6,5.4695,5.4687,3.1696,3.1698,0.1139,5,2.5338,2.542,4.3999,0.1294,5.0,1.0873,2.3971,0.2643,93.6062,0.0,306.758,301.147,99.022,97.211,100.0,110.7587,32.4679,32.4706,25.6152,25.6174
SKQ201810S,KOD7,B,2018-04-20T18:14:59,-150.3388,57.556,180,10,51.06,7,5.5163,5.5143,3.1704,3.1705,0.137,5,2.5654,2.5705,4.3888,0.1718,1.3453,1.0803,2.9515,0.2744,93.3708,0.0202,310.513,303.59,100.327,98.088,26.9,110.7601,32.4442,32.4466,25.591,25.5932
SKQ201810S,KOD7,B,2018-04-20T18:16:51,-150.3388,57.556,180,10,40.76,8,5.5235,5.5218,3.17,3.17,0.095,5,2.5485,2.5541,4.4327,0.2624,1.8629,1.0791,1.9449,0.2346,94.3057,0.108,307.564,300.933,99.386,97.241,37.26,110.7614,32.4372,32.4394,25.5846,25.5866
SKQ201810S,KOD7,B,2018-04-20T18:18:36,-150.3388,57.556,180,10,30.28,9,5.535,5.5329,3.1698,3.1698,0.1166,5,2.5761,2.5834,4.4091,0.5215,2.4262,1.1502,2.4611,0.2559,93.8024,0.489,310.987,304.698,100.514,98.478,48.52,110.7626,32.4291,32.4316,25.5769,25.5791
SKQ201810S,KOD7,B,2018-04-20T18:19:50,-150.3388,57.556,180,10,20.76,10,5.6441,5.6432,3.1776,3.1776,0.3364,5,2.7562,2.7582,4.126,1.0661,2.9425,1.1477,7.7364,0.5215,87.7784,2.62,337.145,329.453,109.238,106.745,58.85,110.7635,32.4165,32.4183,25.5542,25.5557
SKQ201810S,KOD7,B,2018-04-20T18:21:12,-150.3388,57.556,180,10,10.09,11,5.6711,5.6698,3.1782,3.1783,0.3565,5,2.808,2.8134,4.0791,2.0999,3.4631,1.0818,8.2196,0.5671,86.7804,31.8,343.922,336.21,111.493,108.991,69.26,110.7644,32.4033,32.4051,25.5406,25.5422
SKQ201810S,KOD7,B,2018-04-20T18:22:52,-150.3388,57.556,180,10,4.06,12,5.6793,5.6774,3.1782,3.1782,0.2849,5,2.8225,2.8301,4.0727,2.8212,3.7521,1.0819,6.502,0.5735,86.6431,169.0,345.734,337.888,112.098,109.551,75.04,110.7656,32.398,32.4004,25.5354,25.5375
SKQ201810S,KOD8,B,2018-04-20T20:34:34,-150.1332,57.439,707,11,700.08,1,3.8455,3.8434,3.2021,3.2021,0.0124,5,0.6236,0.6124,4.6088,0.1258,0.6663,1.1507,-0.037,0.0787,98.0526,0.0,20.218,20.765,6.358,6.53,13.33,110.8526,34.1563,34.1587,27.1307,27.1329
SKQ201810S,KOD8,B,2018-04-20T20:40:22,-150.1332,57.439,707,11,505.9,2,4.1089,4.1072,3.2084,3.2085,0.012,5,0.6964,0.687,4.6228,0.1257,5.0,1.1501,-0.0484,0.0666,98.3496,0.0,31.628,32.022,10.002,10.127,100.0,110.8567,34.0589,34.0611,27.0263,27.0282
SKQ201810S,KOD8,B,2018-04-20T20:47:18,-150.1332,57.439,707,11,251.83,3,5.0011,4.9986,3.2595,3.2594,0.0121,5,1.0522,1.0474,4.6191,0.1258,5.0,1.1306,-0.0454,0.0697,98.2722,0.0,85.415,84.622,27.555,27.298,100.0,110.8615,33.8709,33.8729,26.78,26.7819
SKQ201810S,KOD8,B,2018-04-20T20:50:25,-150.1332,57.439,707,11,202.63,4,5.6054,5.602,3.3074,3.3073,0.0124,5,1.1967,1.1928,4.6156,0.1263,5.0,1.0825,-0.0376,0.0728,98.1968,0.0,105.255,103.98,34.433,34.014,100.0,110.8636,33.8346,33.8366,26.6803,26.6823
SKQ201810S,KOD8,B,2018-04-20T20:53:29,-150.1332,57.439,707,11,151.65,5,6.1976,6.1961,3.3439,3.3439,0.013,5,1.3526,1.3501,4.5985,0.127,5.0,1.0783,-0.0239,0.0876,97.8341,0.0,126.462,124.516,41.898,41.253,100.0,110.8658,33.6805,33.6824,26.4851,26.4867
SKQ201810S,KOD8,B,2018-04-20T20:55:59,-150.1332,57.439,707,11,125.68,6,6.4111,6.4112,3.3478,3.348,0.015,5,1.4995,1.499,4.6068,0.127,5.0,1.0787,0.024,0.0804,98.0102,0.0,146.917,144.692,48.86,48.121,100.0,110.8675,33.526,33.5285,26.3358,26.3377
SKQ201810S,KOD8,B,2018-04-20T20:58:25,-150.1332,57.439,707,11,101.5,7,5.891,5.8895,3.2533,3.2533,0.0546,5,1.994,1.997,4.5126,0.1281,5.0,1.1488,0.9749,0.1632,96.0041,0.0,223.211,219.102,73.052,71.706,100.0,110.8692,32.9907,32.9926,25.9784,25.9802
SKQ201810S,KOD8,B,2018-04-20T21:00:54,-150.1332,57.439,707,11,75.62,8,5.0854,5.083,3.152,3.1519,0.157,5,2.487,2.4935,4.4021,0.1331,5.0,1.1489,3.4328,0.2622,93.654,0.0,302.797,296.46,96.985,94.951,100.0,110.8709,32.6405,32.6424,25.7955,25.7972
SKQ201810S,KOD8,B,2018-04-20T21:03:47,-150.1332,57.439,707,11,51.06,9,5.3345,5.3329,3.1657,3.1658,0.1929,5,2.568,2.5763,4.3545,0.246,5.0,1.1504,4.2922,0.3058,92.6411,0.0908,312.131,305.893,100.511,98.5,100.0,110.8729,32.567,32.5692,25.7091,25.711
SKQ201810S,KOD8,B,2018-04-20T21:05:39,-150.1332,57.439,707,11,39.7,10,5.3671,5.3655,3.1622,3.1622,0.1439,5,2.5788,2.5906,4.3676,0.4893,5.0,1.0793,3.1165,0.2937,92.9205,0.428,313.317,307.49,100.92,99.041,100.0,110.8742,32.5003,32.5022,25.6526,25.6543
SKQ201810S,KOD8,B,2018-04-20T21:07:13,-150.1332,57.439,707,11,30.21,11,5.456,5.4539,3.1681,3.1681,0.1652,5,2.5749,2.5881,4.329,0.8861,5.0,1.08,3.629,0.3293,92.0986,1.6,311.51,305.926,100.538,98.732,100.0,110.8753,32.4862,32.4885,25.6313,25.6333
SKQ201810S,KOD8,B,2018-04-20T21:09:12,-150.1332,57.439,707,11,20.24,12,5.5562,5.5546,3.1736,3.1736,0.2961,5,2.7167,2.7341,4.1485,1.5293,5.0,1.0809,6.7711,0.4996,88.2578,8.27,331.585,326.055,107.246,105.455,100.0,110.8767,32.4562,32.4581,25.5959,25.5976
SKQ201810S,KOD8,B,2018-04-20T21:10:52,-150.1332,57.439,707,11,10.3,13,5.6041,5.5992,3.1756,3.1754,0.3606,5,2.7793,2.796,4.0599,2.3752,5.0,1.0813,8.317,0.5861,86.3711,60.3,339.825,333.928,110.02,108.101,100.0,110.8778,32.4378,32.4407,25.5757,25.5786
SKQ201810S,KOD8,B,2018-04-20T21:12:35,-150.1332,57.439,707,11,3.88,14,5.6274,5.6256,3.1772,3.1772,0.2351,5,2.7962,2.8148,4.0453,2.9882,4.9963,1.0806,5.3065,0.6005,86.0603,248.0,341.928,336.494,110.761,108.997,99.93,110.879,32.4364,32.4383,25.5719,25.5736
SKQ201810S,KOD9,B,2018-04-21T00:36:31,-149.9357,57.3182,1310,13,1011.22,1,2.8974,2.8953,3.1517,3.1517,0.0112,5,0.5848,0.5749,4.646,0.1239,4.9916,1.0783,-0.0669,0.0465,98.8454,0.0,14.818,15.871,4.561,4.885,99.83,111.0251,34.3861,34.3885,27.4043,27.4064
SKQ201810S,KOD9,B,2018-04-21T00:43:25,-149.9357,57.3182,1310,13,758.61,2,3.3888,3.3869,3.1732,3.1732,0.0122,5,0.5923,0.5829,4.6438,0.1234,4.9915,1.0787,-0.043,0.0484,98.7966,0.0,15.529,16.573,4.833,5.158,99.83,111.0299,34.2587,34.2609,27.2571,27.259
SKQ201810S,KOD9,B,2018-04-21T00:50:42,-149.9357,57.3182,1310,13,505.36,3,3.9794,3.9775,3.2015,3.2015,0.012,5,0.6435,0.6354,4.6396,0.1245,4.9917,1.1486,-0.0484,0.052,98.7075,0.0,23.167,24.143,7.307,7.614,99.83,111.035,34.1116,34.1135,27.0815,27.0832
SKQ201810S,KOD9,B,2018-04-21T00:57:26,-149.9357,57.3182,1310,13,252.11,4,4.3512,4.3496,3.2004,3.2004,0.0123,5,1.0075,1.0064,4.6261,0.1246,4.9918,1.0795,-0.0412,0.0637,98.4201,0.0,79.776,79.917,25.336,25.38,99.84,111.0396,33.8465,33.8484,26.8321,26.8337
SKQ201810S,KOD9,B,2018-04-21T00:59:54,-149.9357,57.3182,1310,13,201.94,5,4.9774,4.9758,3.2539,3.2539,0.0124,5,1.0801,1.0796,4.6226,0.125,4.9917,1.0788,-0.0382,0.0667,98.3464,0.0,89.045,88.909,28.707,28.663,99.83,111.0414,33.8561,33.8577,26.7709,26.7724
SKQ201810S,KOD9,B,2018-04-21T01:02:10,-149.9357,57.3182,1310,13,151.16,6,5.451,5.4475,3.286,3.2859,0.0137,5,1.2846,1.2882,4.6213,0.1258,4.9915,1.0789,-0.0059,0.0678,98.3188,0.0,118.329,117.807,38.553,38.38,99.83,111.0429,33.7722,33.7741,26.6495,26.6514
SKQ201810S,KOD9,B,2018-04-21T01:03:47,-149.9357,57.3182,1310,13,127.16,7,5.8262,5.8186,3.306,3.3057,0.0211,5,1.4297,1.4376,4.6088,0.127,4.9915,1.0805,0.1706,0.0786,98.0531,0.0,138.238,137.56,45.39,45.161,99.83,111.044,33.6355,33.64,26.496,26.5005
SKQ201810S,KOD9,B,2018-04-21T01:05:44,-149.9357,57.3182,1310,13,100.79,8,5.1503,5.1726,3.2082,3.2114,0.0485,5,1.8813,1.8846,4.5728,0.1314,4.9926,1.0824,0.8284,0.11,97.2864,0.0,209.005,207.982,67.331,67.044,99.85,111.0454,33.2084,33.2227,26.238,26.2468
SKQ201810S,KOD9,B,2018-04-21T01:07:22,-149.9357,57.3182,1310,13,75.03,9,4.6232,4.6216,3.1236,3.1236,0.1645,5,2.4042,2.4298,4.4127,0.1661,4.9963,1.1453,3.6129,0.2527,93.8782,0.0152,293.366,290.525,93.023,92.12,99.93,111.0465,32.7676,32.7695,25.9466,25.9483
SKQ201810S,KOD9,B,2018-04-21T01:08:50,-149.9357,57.3182,1310,13,49.94,10,4.7862,4.7852,3.1275,3.1276,0.2709,5,2.5094,2.5346,4.2722,0.5461,4.9951,1.0789,6.1671,0.382,90.8906,0.539,307.898,304.309,97.937,96.794,99.9,111.0475,32.6647,32.6668,25.8476,25.8493
SKQ201810S,KOD9,B,2018-04-21T01:10:07,-149.9357,57.3182,1310,13,40.53,11,4.8838,4.8835,3.1346,3.1348,0.2745,5,2.5514,2.5769,4.2475,0.9486,4.9976,1.0815,6.2526,0.4053,90.3635,1.91,312.463,308.887,99.614,98.474,99.95,111.0484,32.6564,32.6583,25.8303,25.8319
SKQ201810S,KOD9,B,2018-04-21T01:12:09,-149.9357,57.3182,1310,13,30.18,12,5.0735,5.0721,3.1511,3.1511,0.1743,5,2.6054,2.6317,4.4092,1.3498,4.9942,1.0813,3.8485,0.2558,93.8045,5.35,319.183,315.192,102.222,100.942,99.89,111.0499,32.6644,32.6664,25.8157,25.8175
SKQ201810S,KOD9,B,2018-04-21T01:13:07,-149.9357,57.3182,1310,13,20.12,13,5.3159,5.3151,3.166,3.1661,0.2952,5,2.7243,2.7556,3.9809,1.8352,4.9939,1.0812,6.7484,0.6647,84.6895,17.1,334.185,330.892,107.594,106.533,99.88,111.0505,32.6035,32.605,25.7402,25.7414
SKQ201810S,KOD9,B,2018-04-21T01:14:15,-149.9357,57.3182,1310,13,10.14,14,5.5367,5.5359,3.1847,3.1848,0.1775,5,2.7262,2.7547,4.031,2.4111,4.9949,1.0811,3.9233,0.6146,85.7575,65.3,332.84,328.774,107.723,106.406,99.9,111.0513,32.6067,32.6083,25.7171,25.7185
SKQ201810S,KOD9,B,2018-04-21T01:15:17,-149.9357,57.3182,1310,13,3.89,15,5.5187,5.5157,3.1827,3.1826,0.1494,5,2.7297,2.7562,4.0229,2.8514,4.9954,1.1446,3.2511,0.6228,85.5836,181.0,333.247,328.639,107.807,106.31,99.91,111.052,32.6046,32.6066,25.7176,25.7195
SKQ201810S,KOD10,B,2018-04-21T05:44:06,-149.7223,57.206,2501,15,1519.71,1,2.3567,2.3544,3.1354,3.1354,0.0112,5,0.6277,0.6187,4.6465,0.0,5.0,1.0808,-0.0675,0.0461,98.8549,0.0,24.43,25.515,7.426,7.756,100.0,111.2376,34.4998,34.5022,27.542,27.5441
SKQ201810S,KOD10,B,2018-04-21T05:49:59,-149.7223,57.206,2501,15,1267.2,2,2.6175,2.6152,3.143,3.143,0.0113,5,0.596,0.5868,4.6461,0.0,5.0,1.0794,-0.0651,0.0464,98.8459,0.0,17.549,18.689,5.367,5.716,100.0,111.2417,34.4448,34.4469,27.4758,27.4778
SKQ201810S,KOD10,B,2018-04-21T05:55:51,-149.7223,57.206,2501,15,1011.41,3,2.9599,2.9575,3.1562,3.1562,0.012,5,0.5835,0.5743,4.6429,0.0,5.0,1.1353,-0.049,0.0491,98.7791,0.0,14.564,15.833,4.489,4.881,100.0,111.2458,34.3742,34.3762,27.3891,27.391
SKQ201810S,KOD10,B,2018-04-21T06:01:58,-149.7223,57.206,2501,15,757.56,4,3.4316,3.4294,3.1788,3.1788,0.0122,5,0.5782,0.5689,4.6397,0.0,5.0,1.0793,-0.043,0.0519,98.7096,0.0,13.03,14.176,4.061,4.417,100.0,111.2501,34.2816,34.2834,27.2713,27.2729
SKQ201810S,KOD10,B,2018-04-21T06:08:04,-149.7223,57.206,2501,15,506.24,5,3.9608,3.9591,3.2011,3.2011,0.0124,5,0.6349,0.6266,4.637,0.0,5.0,1.0806,-0.037,0.0543,98.6524,0.0,21.805,22.695,6.875,7.155,100.0,111.2543,34.1259,34.1271,27.0949,27.096
SKQ201810S,KOD10,B,2018-04-21T06:14:03,-149.7223,57.206,2501,15,253.13,6,4.4896,4.4887,3.2196,3.2196,0.0123,5,0.875,0.8714,4.6304,0.0,5.0,1.1467,-0.0394,0.06,98.5118,0.0,58.748,58.996,18.731,18.81,100.0,111.2584,33.9296,33.9307,26.8832,26.8842
SKQ201810S,KOD10,B,2018-04-21T06:17:35,-149.7223,57.206,2501,15,150.49,7,4.5639,4.5669,3.2051,3.2057,0.0138,5,1.2467,1.2499,4.6179,0.0,5.0,1.151,-0.0041,0.0707,98.2478,0.0,115.693,115.23,36.9,36.756,100.0,111.2609,33.7377,33.7413,26.7229,26.7254
SKQ201810S,KOD10,B,2018-04-21T06:19:05,-149.7223,57.206,2501,15,126.98,8,4.6469,4.6488,3.1928,3.1933,0.0152,5,1.5049,1.5131,4.6152,0.0,5.0,1.1486,0.0276,0.0731,98.1884,0.0,152.76,152.044,48.74,48.515,100.0,111.2619,33.5218,33.5254,26.5425,26.5452
SKQ201810S,KOD10,B,2018-04-21T06:20:31,-149.7223,57.206,2501,15,100.21,9,4.4122,4.4087,3.1341,3.1336,0.0371,5,2.0297,2.0466,4.5823,0.0,5.0,1.1206,0.5551,0.1018,97.4884,0.0,235.993,234.047,74.632,74.009,100.0,111.2629,33.0876,33.0857,26.2228,26.2217
SKQ201810S,KOD10,B,2018-04-21T06:22:10,-149.7223,57.206,2501,15,76.88,10,5.1026,5.1058,3.1723,3.1728,0.0797,5,2.2222,2.2453,4.4911,0.0,5.0,1.0794,1.5759,0.1822,95.5476,0.0,260.743,258.838,83.683,83.08,100.0,111.2641,32.8554,32.8588,25.9638,25.9661
SKQ201810S,KOD10,B,2018-04-21T06:23:53,-149.7223,57.206,2501,15,49.33,11,5.022,5.0208,3.1464,3.1464,0.2868,5,2.5126,2.5385,4.1752,0.0,4.2852,1.0803,6.5468,0.4739,88.8263,0.0,306.906,303.471,98.161,97.06,85.7,111.2653,32.6513,32.6526,25.811,25.8122
SKQ201810S,KOD10,B,2018-04-21T06:25:14,-149.7223,57.206,2501,15,41.6,12,5.1357,5.1333,3.1527,3.1526,0.2671,5,2.6168,2.644,4.2165,0.0,4.9999,1.0808,6.0762,0.4346,89.7033,0.0,319.966,316.879,102.587,101.593,100.0,111.2662,32.6164,32.6183,25.7708,25.7725
SKQ201810S,KOD10,B,2018-04-21T06:26:26,-149.7223,57.206,2501,15,29.62,13,5.275,5.2637,3.1629,3.1622,0.345,5,2.6785,2.7102,4.0985,0.0,4.9816,1.0805,7.9433,0.5482,87.1935,0.0,328.449,325.016,105.645,104.515,99.63,111.267,32.6032,32.606,25.7446,25.748
SKQ201810S,KOD10,B,2018-04-21T06:27:18,-149.7223,57.206,2501,15,22.32,14,5.3078,5.3161,3.1654,3.1662,0.3115,5,2.7074,2.732,4.0632,0.0,4.9995,1.1507,7.1407,0.5828,86.4421,0.0,332.187,327.237,106.93,105.358,99.99,111.2676,32.6029,32.6044,25.7406,25.7409
SKQ201810S,KOD10,B,2018-04-21T06:28:20,-149.7223,57.206,2501,15,10.12,15,5.4611,5.4586,3.1781,3.178,0.2986,5,2.728,2.7525,3.9664,0.0,4.9989,1.2146,6.8309,0.6793,84.3815,0.0,333.506,328.9,107.745,106.251,99.98,111.2684,32.6044,32.6057,25.7241,25.7254
SKQ201810S,KOD10,B,2018-04-21T06:29:26,-149.7223,57.206,2501,15,4.1,16,5.4665,5.465,3.1783,3.1783,0.288,5,2.7253,2.7577,3.9704,0.0,4.7782,1.0813,6.5744,0.6753,84.4658,0.0,332.141,329.24,107.318,106.378,95.56,111.2691,32.6048,32.6062,25.7239,25.7251
SKQ201810S,CG1,B,2018-04-22T18:14:40,-147.0758,60.9868,180,16,189.69,1,5.8718,5.8701,3.2145,3.2145,0.0126,5,2.0135,2.0243,4.2981,0.126,0.5473,1.0827,-0.0322,0.3579,91.44,0.0,229.166,226.024,74.712,73.686,10.95,112.7568,32.5311,32.5329,25.6176,25.6193
SKQ201810S,CG1,B,2018-04-22T18:16:35,-147.0758,60.9868,180,16,151.58,2,5.7233,5.7218,3.1756,3.1757,0.0146,5,2.1591,2.1746,4.4255,0.1266,2.0531,1.0794,0.0126,0.241,94.1529,0.0,251.441,248.408,81.523,80.538,41.06,112.7581,32.2548,32.2567,25.417,25.4187
SKQ201810S,CG1,B,2018-04-22T18:18:21,-147.0758,60.9868,180,16,125.82,3,5.6391,5.637,3.1579,3.1579,0.0168,5,2.1926,2.2072,4.4212,0.1269,3.3721,1.0802,0.0671,0.245,94.0596,0.0,256.455,253.131,82.919,81.841,67.44,112.7593,32.1484,32.1505,25.3428,25.3447
SKQ201810S,CG1,B,2018-04-22T18:20:24,-147.0758,60.9868,180,16,101.21,4,5.6199,5.6182,3.1488,3.1488,0.0175,5,2.2118,2.2262,4.4381,0.127,4.6322,1.1504,0.0839,0.2297,94.4197,0.0,259.046,255.288,83.673,82.457,92.64,112.7608,32.0754,32.0772,25.2873,25.289
SKQ201810S,CG1,B,2018-04-22T18:22:24,-147.0758,60.9868,180,16,75.56,5,5.4523,5.451,3.1274,3.1275,0.0297,5,2.2673,2.2853,4.431,0.1334,5.0,1.0797,0.3757,0.2361,94.2696,0.0,267.73,264.486,86.093,85.048,100.0,112.7621,32.0063,32.0081,25.252,25.2536
SKQ201810S,CG1,B,2018-04-22T18:24:39,-147.0758,60.9868,180,16,50.52,6,5.4563,5.4547,3.1205,3.1205,0.0295,5,2.2825,2.2984,4.4287,0.2076,1.7948,1.1196,0.3727,0.2381,94.2208,0.0527,269.119,265.651,86.502,85.386,35.9,112.7637,31.936,31.938,25.196,25.1977
SKQ201810S,CG1,B,2018-04-22T18:26:26,-147.0758,60.9868,180,16,40.39,7,5.3675,5.365,3.1049,3.1048,0.0334,5,2.3169,2.3296,4.3831,0.3407,2.329,1.0789,0.466,0.2796,93.2488,0.2,274.655,270.624,88.04,86.743,46.58,112.7649,31.8486,31.8499,25.1369,25.1382
SKQ201810S,CG1,B,2018-04-22T18:28:06,-147.0758,60.9868,180,16,30.32,8,5.0615,5.0618,3.0511,3.0513,0.0483,5,2.3521,2.3697,4.2206,0.6248,2.8649,1.3244,0.8242,0.4307,89.7919,0.716,282.579,278.963,89.711,88.566,57.3,112.7661,31.5309,31.5336,24.9193,24.9214
SKQ201810S,CG1,B,2018-04-22T18:29:57,-147.0758,60.9868,180,16,20.03,9,4.9873,5.0015,3.0342,3.0387,0.049,5,2.3695,2.3901,4.1496,1.221,3.3423,1.0805,0.8404,0.4986,88.2801,3.88,286.352,282.375,90.669,89.465,66.85,112.7674,31.4134,31.4507,24.8342,24.8623
SKQ201810S,CG1,B,2018-04-22T18:31:48,-147.0758,60.9868,180,16,10.19,10,4.8803,4.8965,3.0046,3.0094,0.0997,5,2.4716,2.4784,4.0029,2.0368,3.8671,1.0799,2.0555,0.6427,85.1578,27.4,302.332,295.771,95.318,93.313,77.34,112.7687,31.1796,31.2192,24.6604,24.6901
SKQ201810S,CG1,B,2018-04-22T18:33:34,-147.0758,60.9868,180,16,3.31,11,4.7954,4.8003,2.9774,2.978,0.1398,5,2.603,2.6284,3.7784,2.9069,4.2352,1.1504,3.0178,0.8735,80.3821,205.0,323.603,319.995,101.642,100.523,84.71,112.7699,30.9497,30.953,24.4871,24.4892
SKQ201810S,PWSA,B,2018-04-22T22:24:55,-147.3985,60.8213,470,17,14.74,1,5.4319,5.4273,3.0628,3.0627,0.4358,5,2.8643,2.8908,3.8352,1.3576,5.0,1.1506,10.1238,0.8139,81.5906,5.45,357.51,352.546,114.326,112.729,100.0,112.9314,31.324,31.3271,24.7147,24.7176
SKQ201810S,PWSA,B,2018-04-22T22:26:27,-147.3985,60.8213,470,17,10.15,2,5.4879,5.4842,3.0653,3.0652,0.3357,5,2.9111,2.9336,3.8165,1.9787,5.0,1.0819,7.7208,0.8334,81.1918,23.9,363.999,357.934,116.536,114.586,100.0,112.9325,31.3016,31.3042,24.6906,24.6932
SKQ201810S,PWSA,B,2018-04-22T22:27:59,-147.3985,60.8213,470,17,7.2,3,5.4883,5.4848,3.0652,3.0651,0.3063,5,2.9138,2.9403,3.8236,2.3226,5.0,1.0807,7.0163,0.826,81.3435,53.2,363.981,358.776,116.531,114.857,100.0,112.9336,31.3013,31.3037,24.6904,24.6927
SKQ201810S,PWSA,B,2018-04-22T22:30:03,-147.3985,60.8213,470,17,3.75,4,5.4973,5.4953,3.0658,3.0658,0.3396,5,2.9182,2.9406,3.8211,2.8709,4.9999,1.2131,7.8141,0.8286,81.2894,189.0,364.662,358.845,116.774,114.908,100.0,112.935,31.3018,31.3038,24.6897,24.6916
SKQ201810S,PWSA,B,2018-04-22T22:31:49,-147.3985,60.8213,470,17,3.48,5,5.4881,5.4856,3.065,3.065,0.3135,5,2.9164,2.9403,3.8399,2.8497,4.9996,1.1463,7.1873,0.809,81.6908,180.0,364.121,358.566,116.575,114.792,99.99,112.9362,31.3015,31.3034,24.6905,24.6923
SKQ201810S,PWSA,B,2018-04-22T23:17:04,-147.3982,60.8217,478,18,472.35,1,6.0658,6.064,3.2884,3.2884,0.012,5,1.5846,1.5907,3.8458,0.127,0.1981,1.0819,-0.0478,0.8029,81.8144,0.0,168.764,167.003,55.476,54.896,3.96,112.9674,33.0335,33.0351,25.9908,25.9923
